"conclusie";"volgnr";"prioriteit";"regel001_Open";"regel002_HalfOpen";"regel010_Gagel";"regel015_Verbost";"regel020_Jeneverbes";"regel030_plagplek";"regel031_7140_oli_plant";"regel032_andermoeras";"regel033_7140oli";"regel034_metmossen";"regel035_veenmossen";"regel036_7140_oli_mos";"regel037_pijpenstro";"regel038_7140_oli_mos";"regel039_andermoeras";"regel0401_pijpenstro";"regel0402_adelaarsvaren";"regel0403_pionier";"regel045_bochtigesmele";"regel0501_struisgras_schapeg";"regel0502_bochtigesmele";"regel060_2330bu";"regel062_2330dw";"regel064_dwergstr";"regel066_2310";"regel068_4030";"regel070_dwergstr";"regel072_2310";"regel074_bosbes";"regel076_hn";"regel078_2330bu";"regel080_2330dw";"regel082_2310";"regel084_4030";"regel090_dwergstr";"regel092_2310";"regel093_bosbes";"regel094_rodebosbes";"regel095_4030sl";"regel096_4030";"regel097_40104030";"regel098_4010";"regel099_40104030";"regel100_hn";"regel102_duin";"regel104_7150";"regel106_ven";"regel107_moeras";"regel108_water";"regel109_40104030";"regel110_4010";"regel112_40104030";"regel113_40104030";"regel114_4010";"regel115_40104030";"regel120_2330bu";"regel180_4030";"regel200_heide";"regel210_duin";"regel212_duin";"regel214_duin";"regel216_zand";"regel218_calluna";"regel220_2330dw";"regel230_7140oli";"regel232_7140oli_bult";"regel236_7140oli_bult";"regel238_7140oli_papil";"regel240_vochtigehei";"regel241_venmoeras";"regel242_moeras";"regel243_dwergbies";"regel245_4010";"regel246_40104030";"regel253_calluna";"regel254_bosbes";"regel255_moeras";"regel256_rodebosbes";"regel258_duin";"regel259_molinia";"regel260_2310";"regel262_40104030";"regel263_40104030";"regel320_vegetatieloos";"regel325_gras";"regel3261_4010";"regel3262_droog";"regel3263_40104030";"regel330_duin";"regel335_2310";"regel340_water";"regel345_bos";"regel400_bos";"regel402_rbbsm";"regel404_7140oli";"regel406_4010";"regel500_openbos";"regel502_juniperusweinig";"regel550_juniperus";"regel552_pionier";"regel554_hei";"regel556_nattehei";"regel558_gagel"
"2330_bu - cm";937;;1;;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";938;;0;1;;;0;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";939;;1;;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";940;;0;1;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";941;;1;;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";942;;0;1;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";943;;0;0;0;1;;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;0;1;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";944;;0;1;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";945;;0;0;0;1;;0;0;;;;;;;0;;1;;;;0;0;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";946;;0;1;;;1;0;0;;;;;;;0;;1;;;;0;0;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";947;;0;0;0;1;;0;1;0;0;;;;;;;1;;;;0;0;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";948;;0;1;;;1;0;1;0;0;;;;;;;1;;;;0;0;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";949;;1;;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";950;;1;;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";951;;0;1;;;0;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";952;;1;;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";953;;1;;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";954;;0;1;;;0;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";955;;1;;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";956;;0;1;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";957;;1;;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";958;;0;1;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";959;;0;0;0;1;;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;0;1;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";960;;0;1;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";961;;1;;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";962;;0;1;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";963;;0;0;0;1;;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";964;;0;1;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";965;;1;;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";966;;0;1;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";967;;0;0;0;1;;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";968;;0;1;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";969;;0;0;0;1;;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";970;;0;1;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";971;;0;0;0;1;;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";972;;0;1;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";973;;1;;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";974;;0;1;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";975;;0;0;0;1;;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";976;;0;1;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";977;;1;;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";978;;0;1;;;0;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - cm";979;;0;0;0;1;;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";980;;0;1;;;1;0;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";981;;0;0;0;1;;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";982;;0;1;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";983;;0;0;0;1;;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";984;;0;1;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;1;;;;;;;;;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";985;;0;0;0;1;;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";986;;0;1;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";987;;0;0;0;1;;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";988;;0;1;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";989;;0;0;0;1;;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";990;;0;1;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;0;;;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - cm";991;;0;0;0;1;;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - cm";992;;0;1;;;1;0;0;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;1;;;;;;;;;;;1;;;;;;;;;0;1;0;0;0;;;;;;0;0;;;;1;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";993;;1;;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";994;;1;;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";995;;1;;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";996;;1;;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";997;;0;1;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";998;;1;;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";999;;0;1;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";1000;;1;;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";1001;;0;1;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm_min";1002;;0;0;0;1;;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm_min";1003;;0;1;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";1004;;0;0;0;1;;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm_min";1005;;0;1;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm_min";1006;;0;0;0;1;;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm_min";1007;;0;1;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1008;;1;;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1009;;1;;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1010;;1;;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1011;;1;;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1012;;0;1;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1013;;1;;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1014;;0;1;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1015;;1;;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1016;;0;1;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - dm+hac";1017;;0;0;0;1;;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm+hac";1018;;0;1;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1019;;0;0;0;1;;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm+hac";1020;;0;1;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - dm+hac";1021;;0;0;0;1;;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;
"2330_bu - dm+hac";1022;;0;1;;;1;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
"2330_bu - hac";1023;;1;;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - hac";1024;;1;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;1;0;;;;;;;;;;;;;
"2330_bu - hac";1025;;1;;;;0;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - hac";1026;;1;;;;0;0;1;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2330_bu - hac";1027;;1;;;;1;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;1;1;;;;;
"2330_bu - hac";1028;;0;1;;;0;1;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;
"2330_bu - hac";1029;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;1;0;;;;;;;1;1;;;;;
"2330_bu - hac";1030;;0;1;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;;1;0;;;;;;;;;;;;;
"2330_bu - hac";1031;;1;;;;1;0;0;;;;;;;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
