"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"G";"ruderaal_ruim-groep";"Arnoseris minima (L.) Schweigg. et Körte";294118;587
"G";"cg diff ce-groep";"Arnoseris minima (L.) Schweigg. et Körte";303626;649
"G";"hu-groep11";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";5265;460
"rbbVos";"Verdroging";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";5555;472
"rbbZil";"hu-groep";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";5701;477
"rbbHf";"Verdroging120";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";6645;499
"Hu";"hu-groep";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";6450;514
"rbbHf";"Verdroging021";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";6752;523
"G";"hu-groep";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";8750;566
"G";"voedselrijk grasland";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";9910;582
"G";"hpster grasland-groe";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";294365;583
;;"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";295093;595
"M";"mc_gras";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";306359;675
"M";"6430_verdroging";"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";306429;680
;;"Arrhenatherum elatius (L.) Beauv. ex J. et C. Presl";306488;685
"rbbZil";"Bodemroering";"Artemisia vulgaris L.";6177;482
"Hu";"021";"Artemisia vulgaris L.";6520;515
"G";"ruderaal-groep1";"Artemisia vulgaris L.";8575;562
"G";"ruderaal_ruim-groep";"Artemisia vulgaris L.";294119;587
;"1";"Asparagus officinalis L. subsp. prostratus (Dum.) Corb.";8817;567
;"1";"Asperula cynanchica L.";8813;567
"M";"invasieve exoten";"Aster";306166;667
"M";"invasieve exoten";"Aster amellus L.";306167;667
"M";"invasieve exoten";"Aster brachyactis S.T. Blake";306168;667
"M";"invasieve exoten";"Aster divaricatus L.";306169;667
"M";"invasieve exoten";"Aster laevis L.";306170;667
"M";"invasieve exoten";"Aster lanceolatus Willd.";306171;667
"M";"invasieve exoten";"Aster linosyris (L.) Bernh.";306172;667
"M";"invasieve exoten";"Aster novae-angliae L.";306173;667
"M";"invasieve exoten";"Aster novi-belgii L.";306174;667
"M";"invasieve exoten";"Aster pilosus Willd.";306175;667
"M";"invasieve exoten";"Aster salignus Willd.";306176;667
"M";"invasieve exoten";"Aster sedifolius L.";306177;667
"M";"invasieve exoten";"Aster squamatus (Spreng.) Hieron.";306178;667
"M";"invasieve exoten";"Aster tradescantii L.";306179;667
"rbbZil";"ziltegroep";"Aster tripolium L.";5671;475
"G";"Obligaat freatofyt";"Aster tripolium L.";8094;550
"G";"Da-groep1";"Aster tripolium L.";8500;557
"G";"Zil-groep uitgebreid";"Aster tripolium L.";9605;581
"G";"vos diff hu-groep";"Aster tripolium L.";295108;596
"M";"rbbah";"Aster tripolium L.";306223;669
"M";"invasieve exoten";"Aster versicolor Willd.";306180;667
"rbbVos";"basenminnend";"Astragalus glycyphyllos L.";5192;458
"G";"basenminnend";"Astragalus glycyphyllos L.";6988;534
"G";"hk_uitgebreid-groep";"Astragalus glycyphyllos L.";9356;579
"G";"hu_kern_inclbasen";"Astragalus glycyphyllos L.";294310;588
"G";"hm diff hmo-groep";"Astragalus glycyphyllos L.";294709;593
"G";"hu diff vos-groep";"Astragalus glycyphyllos L.";294955;595
"M";"zeebies";"Atriplex prostrata Boucher ex DC.";306161;666
"M";"3270";"Atriplex prostrata Boucher ex DC.";306243;670
"G";"natte hei add";"Aulacomnium palustre (Hedw.) Schwägr.";301407;552
"G";"moerasmossen";"Aulacomnium palustre (Hedw.) Schwägr.";294566;591
"G";"ms diff hc-groep";"Aulacomnium palustre (Hedw.) Schwägr.";296484;602
"G";"ms-mossen-groep";"Aulacomnium palustre (Hedw.) Schwägr.";297107;605
"G";"m_ruim-groep";"Aulacomnium palustre (Hedw.) Schwägr.";299248;620
;;"Aulacomnium palustre (Hedw.) Schwägr.";301326;624
;;"Aulacomnium palustre (Hedw.) Schwägr.";306443;656
"M";"ms_vs_riet";"Aulacomnium palustre (Hedw.) Schwägr.";306906;692
;;"Aulacomnium palustre (Hedw.) Schwägr.";306861;693
"rbbVos";"basenminnend";"Avenula pratensis (L.) Dum.";5172;458
"G";"hu-kerngroep11";"Avenula pubescens (Huds.) Dum.";5316;461
"Hu";"hu+-groep";"Avenula pubescens (Huds.) Dum.";6502;514
"G";"Husc-groep1";"Avenula pubescens (Huds.) Dum.";7819;543
;"1";"Avenula pubescens (Huds.) Dum.";8826;567
;"Galio-Trifolietum";"Avenula pubescens (Huds.) Dum.";8967;570
"G";"hk_uitgebreid-groep";"Avenula pubescens (Huds.) Dum.";9316;579
"G";"hu_kern_inclbasen";"Avenula pubescens (Huds.) Dum.";294311;588
"G";"hu diff vos-groep";"Avenula pubescens (Huds.) Dum.";294956;595
"M";"water_moeras";"Azolla filiculoides Lam.";306711;688
"O";"waterpl";"Azolla filiculoides Lam.";306759;690
;;"Bacidia bagliettoana (A. Massal. & De Not.) Jatta";294688;567
"G";"Obligaat freatofyt";"Baldellia ranunculoides (L.) Parl.";8145;550
;;"Baldellia ranunculoides (L.) Parl.";301313;647
"M";"water_moeras";"Baldellia ranunculoides (L.) Parl.";306561;688
"G";"ruderaal-groep1";"Ballota nigra L.";8592;562
"G";"ruderaal_ruim-groep";"Ballota nigra L.";294120;587
"G";"Obligaat freatofyt";"Barbarea stricta Andrz.";8095;550
"rbbVos";"Beweiding";"Bellis perennis L.";5566;471
"rbbHc";"Beweiding";"Bellis perennis L.";6854;530
"G";"voedselrijk grasland";"Bellis perennis L.";9649;582
"G";"hpster grasland-groe";"Bellis perennis L.";9673;583
"G";"moeras-groep";"Berula erecta (Huds.) Coville";9094;466
"rbbZil";"moeras-groep";"Berula erecta (Huds.) Coville";5740;479
"G";"moeras-groep";"Berula erecta (Huds.) Coville";6886;533
"G";"Obligaat freatofyt";"Berula erecta (Huds.) Coville";8256;550
"G";"moeras-groep";"Berula erecta (Huds.) Coville";298596;578
"G";"vos diff hu-groep";"Berula erecta (Huds.) Coville";295109;596
"G";"m diff hei-groep";"Berula erecta (Huds.) Coville";298218;615
"G";"m_ruim-groep";"Berula erecta (Huds.) Coville";298971;620
;;"Berula erecta (Huds.) Coville";305779;643
"H";"ven- en moerasgroep ";"Berula erecta (Huds.) Coville";305602;650
"M";"rietl-begeleiders";"Berula erecta (Huds.) Coville";305955;653
"M";"water_moeras";"Berula erecta (Huds.) Coville";306562;688
;;"Berula erecta (Huds.) Coville";306860;691
"M";;"Berula erecta (Huds.) Coville";306871;694
;;"Betula pendula Roth";9661;575
"G";"ruderaal_ruim-groep";"Betula pendula Roth";294122;587
"G";"hei diff moer-groep";"Betula pendula Roth";298461;616
;;"Betula pendula Roth";300484;640
"G";"vochtige hei";"Betula pubescens Ehrh.";301424;552
;;"Betula pubescens Ehrh.";9662;575
"G";"ruderaal_ruim-groep";"Betula pubescens Ehrh.";294121;587
"H";;"Betula pubescens Ehrh.";299714;625
"rbbHc";"Bodemroering";"Bidens";5080;445
"G";"ruderaal_ruim-groep";"Bidens";294123;587
"H";"ven- en moerasgroep";"Bidens";305816;650
"M";"natteruigte-begel.";"Bidens";306118;663
"M";"3270";"Bidens";306248;670
;;"Bidens";306854;691
"G";"Obligaat freatofyt";"Bidens cernua L.";8096;550
"G";"ruderaal_ruim-groep";"Bidens cernua L.";294124;587
"H";"ven- en moerasgroep";"Bidens cernua L.";305817;650
"M";"natteruigte-begel.";"Bidens cernua L.";306119;663
"M";"3270";"Bidens cernua L.";306244;670
;;"Bidens cernua L.";306855;691
"G";"Obligaat freatofyt";"Bidens connata Muhlenb. ex Willd.";8097;550
"G";"ruderaal_ruim-groep";"Bidens connata Muhlenb. ex Willd.";294125;587
"H";"ven- en moerasgroep";"Bidens connata Muhlenb. ex Willd.";305818;650
"M";"natteruigte-begel.";"Bidens connata Muhlenb. ex Willd.";306120;663
"M";"3270";"Bidens connata Muhlenb. ex Willd.";306245;670
;;"Bidens connata Muhlenb. ex Willd.";306857;691
"G";"Obligaat freatofyt";"Bidens frondosa L.";8098;550
"G";"ruderaal_ruim-groep";"Bidens frondosa L.";294126;587
"H";"ven- en moerasgroep";"Bidens frondosa L.";305819;650
"M";"natteruigte-begel.";"Bidens frondosa L.";306121;663
"M";"3270";"Bidens frondosa L.";306246;670
;;"Bidens frondosa L.";306858;691
"G";"Obligaat freatofyt";"Bidens tripartita L.";8099;550
"G";"ruderaal_ruim-groep";"Bidens tripartita L.";294127;587
"H";"ven- en moerasgroep";"Bidens tripartita L.";305820;650
"M";"natteruigte-begel.";"Bidens tripartita L.";306122;663
"M";"3270";"Bidens tripartita L.";306247;670
;;"Bidens tripartita L.";306856;691
"M";"natteruigte-begel.";"Bidens triplinervia Humb., Bonpl. et Kunth";306123;663
"M";"3270";"Bidens triplinervia Humb., Bonpl. et Kunth";306249;670
;;"Bidens triplinervia Humb., Bonpl. et Kunth";306859;691
;;"Blechnum spicant (L.) Roth";9074;574
"G";"ha_ruim-groep";"Blechnum spicant (L.) Roth";9806;586
"G";"hmo diff hm-groep";"Blechnum spicant (L.) Roth";294830;594
"G";"hu diff vos-groep";"Blechnum spicant (L.) Roth";294957;595
"H";;"Blechnum spicant (L.) Roth";299985;631
;;"Blysmus compressus (L.) Panzer ex Link";305859;464
;;"Blysmus compressus (L.) Panzer ex Link";305860;466
;;"Blysmus compressus (L.) Panzer ex Link";305856;555
;;"Blysmus compressus (L.) Panzer ex Link";305858;581
;;"Blysmus compressus (L.) Panzer ex Link";305857;620
"M";;"Blysmus compressus (L.) Panzer ex Link";306965;695
"Ha";"hn-groep";"Botrychium lunaria (L.) Swartz";6365;505
"G";"Hn-Groep1";"Botrychium lunaria (L.) Swartz";7008;535
"G";"hm diff hc-groep";"Botrychium lunaria (L.) Swartz";9210;577
"G";"hn-groep";"Botrychium lunaria (L.) Swartz";301432;580
"G";"ha_ruim-groep";"Botrychium lunaria (L.) Swartz";9807;586
"G";"hmo diff hm-groep";"Botrychium lunaria (L.) Swartz";294831;594
"G";"hu diff vos-groep";"Botrychium lunaria (L.) Swartz";294958;595
"G";"hm diff heide-groep";"Botrychium lunaria (L.) Swartz";298001;611
;;"Botrychium lunaria (L.) Swartz";301470;616
"G";"hm_hmo-groep";"Botrychium lunaria (L.) Swartz";298864;618
"G";"heischr diff hei";"Botrychium lunaria (L.) Swartz";300288;634
"G";"Hn+-groep";"Botrychium lunaria (L.) Swartz";301264;646
"G";"heide habitatw sl";"Botrychium lunaria (L.) Swartz";303475;648
"G";"cg diff ce-groep";"Botrychium lunaria (L.) Swartz";303628;649
"rbbVos";"basenminnend";"Brachypodium pinnatum (L.) Beauv.";5181;458
"G";"basenminnend";"Brachypodium pinnatum (L.) Beauv.";6974;534
;;"Brachypodium pinnatum (L.) Beauv.";7033;536
"G";"Hk-Groep1";"Brachypodium pinnatum (L.) Beauv.";7746;538
;"Galio-Trifolietum";"Brachypodium pinnatum (L.) Beauv.";8952;570
"G";"hk_uitgebreid-groep";"Brachypodium pinnatum (L.) Beauv.";9317;579
"G";"hu_kern_inclbasen";"Brachypodium pinnatum (L.) Beauv.";294312;588
"G";"hm diff hmo-groep";"Brachypodium pinnatum (L.) Beauv.";294710;593
"G";"hu diff vos-groep";"Brachypodium pinnatum (L.) Beauv.";294959;595
;;"Brachypodium sylvaticum (Huds.) Beauv.";8844;568
"G";"nitrofielezoom begel";"Brachypodium sylvaticum (Huds.) Beauv.";8990;572
"G";"6430_bz";"Brachypodium sylvaticum (Huds.) Beauv.";9021;573
;;"Brachythecium albicans (Hedw.) Schimp.";300574;614
;;"Brachythecium albicans (Hedw.) Schimp.";299755;626
;;"Brachythecium albicans (Hedw.) Schimp.";300575;633
"G";"heide habitatw sl";"Brachythecium albicans (Hedw.) Schimp.";303476;648
;;"Brachythecium albicans (Hedw.) Schimp.";303796;649
"G";"moerasmossen";"Brachythecium mildeanum (Schimp.) Schimp.";294502;591
"G";"m diff hei-groep";"Brachythecium mildeanum (Schimp.) Schimp.";298219;615
"G";"m_ruim-groep";"Brachythecium mildeanum (Schimp.) Schimp.";298972;620
"H";"moeras";"Brachythecium mildeanum (Schimp.) Schimp.";300681;642
"H";"M diff 4010_7140oli";"Brachythecium mildeanum (Schimp.) Schimp.";301022;643
"H";"ven- en moerasgroep ";"Brachythecium mildeanum (Schimp.) Schimp.";305603;650
"G";"moerasmossen";"Brachythecium rivulare Schimp.";294503;591
"G";"m diff hei-groep";"Brachythecium rivulare Schimp.";298220;615
"G";"m_ruim-groep";"Brachythecium rivulare Schimp.";298973;620
"H";"moeras";"Brachythecium rivulare Schimp.";300682;642
"H";"M diff 4010_7140oli";"Brachythecium rivulare Schimp.";301023;643
"H";"ven- en moerasgroep ";"Brachythecium rivulare Schimp.";305604;650
"M";"3270";"Brassica nigra (L.) Koch";306250;670
"rbbVos";"basenminnend";"Briza media L.";5173;458
"G";"hu-kerngroep11";"Briza media L.";5286;461
"Hu";"hu+-groep";"Briza media L.";6471;514
"G";"basenminnend";"Briza media L.";6966;534
;;"Briza media L.";7031;536
;"Galio-Trifolietum";"Briza media L.";8948;570
"G";"hm diff hc-groep";"Briza media L.";9211;577
"G";"hk_uitgebreid-groep";"Briza media L.";9318;579
"G";"hu_kern_inclbasen";"Briza media L.";294313;588
"G";"hm diff hmo-groep";"Briza media L.";294711;593
"G";"hu diff vos-groep";"Briza media L.";294960;595
"G";"valleigrasland-groep";"Briza media L.";297007;604
"G";"hm diff ms-groep";"Briza media L.";298701;606
;;"Briza media L.";297920;608
"rbbVos";"Grvos_trosdravik";"Bromus commutatus Schrad.";5973;457
"rbbVos";"hua-kerngroep";"Bromus commutatus Schrad.";5254;463
"rbbVos";"Sleutelsoorten";"Bromus commutatus Schrad.";5818;469
"G";;"Bromus commutatus Schrad.";294411;565
"G";"vos diff hc";"Bromus commutatus Schrad.";9730;584
"G";"ruderaal_ruim-groep";"Bromus commutatus Schrad.";294128;587
"G";"vos diff hu-groep";"Bromus commutatus Schrad.";295110;596
"G";"vos diff zil-groep";"Bromus commutatus Schrad.";295449;599
;;"Bromus commutatus Schrad.";306864;693
"G";"Hk-Groep1";"Bromus erectus Huds.";7740;538
"G";"hk_uitgebreid-groep";"Bromus erectus Huds.";9319;579
"rbbVos";"Bodemroering";"Bromus hordeaceus groep";5587;450
"rbbKam";"Bodemroering";"Bromus hordeaceus groep";5931;488
"Hu";"Bodemroering065";"Bromus hordeaceus groep";6391;515
"G";"hpster grasland-groe";"Bromus hordeaceus groep";9681;583
"G";"ruderaal_ruim-groep";"Bromus hordeaceus groep";294129;587
;;"Bromus hordeaceus groep";299757;626
"H";"2330dw diff duin";"Bromus hordeaceus groep";299804;629
"H";"23 diff grasland";"Bromus hordeaceus groep";299833;630
"rbbHc";"Bodemroering";"Bromus hordeaceus L.";5081;445
"rbbVos";"Bodemroering";"Bromus hordeaceus L.";5588;450
"rbbKam";"Bodemroering";"Bromus hordeaceus L.";5932;488
"Hu";"Bodemroering065";"Bromus hordeaceus L.";6392;515
"G";"hpster grasland-groe";"Bromus hordeaceus L.";9682;583
"G";"ruderaal_ruim-groep";"Bromus hordeaceus L.";294130;587
;;"Bromus hordeaceus L.";299758;626
"H";"2330dw diff duin";"Bromus hordeaceus L.";299805;629
"H";"23 diff grasland";"Bromus hordeaceus L.";299834;630
"rbbHc";"sleutelsoort";"Bromus racemosus groep";5100;440
"rbbVos";"sleutelsoort";"Bromus racemosus groep";5126;454
"rbbVos";"Grvos_trosdravik";"Bromus racemosus groep";5167;457
"rbbVos";"hua-kerngroep";"Bromus racemosus groep";5255;463
"rbbVos";"Sleutelsoorten";"Bromus racemosus groep";5539;469
"G";;"Bromus racemosus groep";294412;565
"G";"hc diff hm-groep";"Bromus racemosus groep";9183;576
"G";"vos diff hc";"Bromus racemosus groep";9731;584
"G";"ruderaal_ruim-groep";"Bromus racemosus groep";294131;587
"G";"vos diff hu-groep";"Bromus racemosus groep";295111;596
"G";"vos diff zil-groep";"Bromus racemosus groep";295450;599
;;"Bromus racemosus groep";306862;693
"rbbHc";"sleutelsoort";"Bromus racemosus L.";5099;440
"rbbVos";"sleutelsoort";"Bromus racemosus L.";5127;454
"rbbVos";"Grvos_trosdravik";"Bromus racemosus L.";5168;457
"rbbVos";"hua-kerngroep";"Bromus racemosus L.";5256;463
"rbbVos";"Sleutelsoorten";"Bromus racemosus L.";5540;469
"G";;"Bromus racemosus L.";294413;565
"G";"hc diff hm-groep";"Bromus racemosus L.";9184;576
"G";"vos diff hc";"Bromus racemosus L.";9732;584
"G";"ruderaal_ruim-groep";"Bromus racemosus L.";294132;587
"G";"vos diff hu-groep";"Bromus racemosus L.";295112;596
"G";"vos diff zil-groep";"Bromus racemosus L.";295451;599
"G";"valleigrasland-groep";"Bromus racemosus L.";297008;604
;;"Bromus racemosus L.";306863;693
"Hu";"026";"Bromus sterilis L.";6521;515
"G";"ruderaal-groep1";"Bromus sterilis L.";8595;562
"G";"ruderaal_ruim-groep";"Bromus sterilis L.";294133;587
;"1";"Bromus thominei Hardouin";8805;567
"G";"ruderaal_ruim-groep";"Bromus thominei Hardouin";294134;587
;;"Bryonia dioica Jacq.";8853;568
"G";"nitrofielezoom begel";"Bryonia dioica Jacq.";8999;572
"G";"kalkmossen";"Bryum algovicum Sendtn. ex Müll.Hal.";294644;592
;;"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";305861;591
"M";"alkalische begeleid.";"Bryum pseudotriquetrum (Hedw.) P.Gaertn. et al.";306086;661
;;"Buddleja";9707;562
"G";"ruderaal_ruim-groep";"Buddleja";294135;587
"M";"invasieve exoten";"Buddleja";306181;667
;;"Buddleja davidii Franch.";9708;562
"G";"ruderaal_ruim-groep";"Buddleja davidii Franch.";294136;587
"M";"invasieve exoten";"Buddleja davidii Franch.";306182;667
"G";"Obligaat freatofyt";"Butomus umbellatus L.";8100;550
"M";"rietland";"Butomus umbellatus L.";305940;652
"M";"water_moeras";"Butomus umbellatus L.";306563;688
"M";"riet_vs_ms";"Butomus umbellatus L.";306818;691
"G";"moeras-groep1";"Calamagrostis canescens (Weber) Roth";5378;466
"rbbZil";"moeras-groep";"Calamagrostis canescens (Weber) Roth";5741;479
"rbbZil";"hf-groep";"Calamagrostis canescens (Weber) Roth";5738;480
"rbbHf";"SleutelsoortenStart";"Calamagrostis canescens (Weber) Roth";6661;497
"rbbHf";"Vernatting054";"Calamagrostis canescens (Weber) Roth";6652;498
"rbbHf";"SleutelsoortenKempen";"Calamagrostis canescens (Weber) Roth";6637;526
"G";"moeras-groep1";"Calamagrostis canescens (Weber) Roth";6887;533
"G";"Fac. freatofyt (V of";"Calamagrostis canescens (Weber) Roth";7867;546
"G";"rbbHfl-groep1";"Calamagrostis canescens (Weber) Roth";8557;561
"G";"Ms-groep1";"Calamagrostis canescens (Weber) Roth";8645;564
"G";"ms diff hm-groep";"Calamagrostis canescens (Weber) Roth";9272;578
;;"Calamagrostis canescens (Weber) Roth";297858;593
"G";"vos diff hu-groep";"Calamagrostis canescens (Weber) Roth";295113;596
"G";"ms diff hc-groep";"Calamagrostis canescens (Weber) Roth";296488;602
"G";"valleigrasland-groep";"Calamagrostis canescens (Weber) Roth";297009;604
"G";"ms diff heide-groep";"Calamagrostis canescens (Weber) Roth";298138;613
"G";"m diff hei-groep";"Calamagrostis canescens (Weber) Roth";298221;615
"G";"ms_ruim-groep";"Calamagrostis canescens (Weber) Roth";298925;619
"G";"m_ruim-groep";"Calamagrostis canescens (Weber) Roth";298974;620
;;"Calamagrostis canescens (Weber) Roth";305780;643
"H";"ven- en moerasgroep ";"Calamagrostis canescens (Weber) Roth";305605;650
"M";"zuurlaagv-begel.";"Calamagrostis canescens (Weber) Roth";305981;656
"M";"natteruigte-sleutel.";"Calamagrostis canescens (Weber) Roth";306095;662
"M";"mc_gras";"Calamagrostis canescens (Weber) Roth";306360;675
"M";"rbbhfl-kwal";"Calamagrostis canescens (Weber) Roth";306387;677
;;"Calamagrostis canescens (Weber) Roth";306470;683
;;"Calamagrostis canescens (Weber) Roth";306489;685
"M";"natteruigte-grzegge";"Calamagrostis canescens (Weber) Roth";306739;689
;;"Calamagrostis canescens (Weber) Roth";306952;696
"rbbHf";"Verdroging";"Calamagrostis epigejos (L.) Roth";6685;499
"Ha";"Verruiging";"Calamagrostis epigejos (L.) Roth";6834;510
"G";"ruderaal-groep1";"Calamagrostis epigejos (L.) Roth";8572;562
"G";"ruderaal_ruim-groep";"Calamagrostis epigejos (L.) Roth";294137;587
"M";"mc_gras";"Calamagrostis epigejos (L.) Roth";306361;675
"M";"6430_verdroging";"Calamagrostis epigejos (L.) Roth";306428;680
;;"Calamagrostis epigejos (L.) Roth";306490;685
"G";"moeras-groep1";"Calla palustris L.";5395;466
"rbbZil";"moeras-groep";"Calla palustris L.";5742;479
"G";"moeras-groep";"Calla palustris L.";6888;533
"G";"Obligaat freatofyt";"Calla palustris L.";8101;550
"G";"moeras-groep";"Calla palustris L.";298598;578
"G";"vos diff hu-groep";"Calla palustris L.";295115;596
"G";"ms diff hc-groep";"Calla palustris L.";296489;602
"G";"m diff hei-groep";"Calla palustris L.";298222;615
"G";"m_ruim-groep";"Calla palustris L.";298975;620
"H";"moeras";"Calla palustris L.";300684;642
"H";"M diff 4010_7140oli";"Calla palustris L.";301024;643
"H";"ven- en moerasgroep ";"Calla palustris L.";305606;650
"M";"zuurlaagv-sleutels.";"Calla palustris L.";305973;655
"M";"ms_vs_riet";"Calla palustris L.";306872;692
;;"Calla palustris L.";306962;694
;;"Calla palustris L.";306961;696
"G";"ms diff heide-groep";"Calliergon";298162;613
"G";"ms_ruim-groep";"Calliergon";298926;619
;;"Calliergon";305781;643
"H";"ven- en moerasgroep ";"Calliergon";305607;650
"G";"moerasmossen";"Calliergon cordifolium (Hedw.) Kindb.";294504;591
"G";"ms diff hc-groep";"Calliergon cordifolium (Hedw.) Kindb.";296490;602
"G";"valleigrasland-groep";"Calliergon cordifolium (Hedw.) Kindb.";297010;604
"G";"ms-mossen-groep";"Calliergon cordifolium (Hedw.) Kindb.";297110;605
"G";"ms diff heide-groep";"Calliergon cordifolium (Hedw.) Kindb.";298161;613
"G";"m diff hei-groep";"Calliergon cordifolium (Hedw.) Kindb.";298223;615
"G";"ms_ruim-groep";"Calliergon cordifolium (Hedw.) Kindb.";298927;619
"G";"m_ruim-groep";"Calliergon cordifolium (Hedw.) Kindb.";298976;620
"H";"M diff 4010_7140oli";"Calliergon cordifolium (Hedw.) Kindb.";301025;643
"H";"ven- en moerasgroep ";"Calliergon cordifolium (Hedw.) Kindb.";305608;650
"M";"rietl-begeleiders";"Calliergon cordifolium (Hedw.) Kindb.";305946;653
"M";"water_moeras";"Calliergon cordifolium (Hedw.) Kindb.";306564;688
"M";;"Calliergon cordifolium (Hedw.) Kindb.";306872;694
"M";;"Calliergon cordifolium (Hedw.) Kindb.";306918;696
"G";"moerasmossen";"Calliergon giganteum (Schimp.) Kindb.";294505;591
"G";"kalkmossen";"Calliergon giganteum (Schimp.) Kindb.";294645;592
"G";"ms diff hc-groep";"Calliergon giganteum (Schimp.) Kindb.";296491;602
