"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0820   239";"Ephemerum serratum";"M";"Pott";2,20;"N";"Tp";"A";"Tf";;;;;;"A";"M";;;;40,00;;"E";70,00;"S";"W";"IR";;"NI";73,00;601,00;;66,00;3,80;955,00;15,20;400,00;6,00;6,00;4,00;5,00;1,00;0,00;;;;3,00;;;;;;;;;;;;;;3,00;;;3,00;;;;;;3,00;;;;;;;1,00;3,00;;;;;3,00;3,00;;;;1,00;379;
"0820   239.1";"Ephemerum serratum var. minutissimum";"M";"Pott";1,80;"N";"Tp";"A";"Tf";;;;;;"A";"M";8,00;;3,00;50,00;;"E";65,00;"S";"W";"IR";;"NI";73,00;453,00;;46,00;3,90;913,00;15,40;300,00;5,00;6,00;4,00;5,00;1,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;1,00;;;;;;3,00;;;;;;;1,00;3,00;;;;;3,00;3,00;2,00;;;2,00;380;
"0820   239.2";"Ephemerum serratum var. serratum";"M";"Pott";2,20;"N";"Tp";"A";"Tf";;;;;;"A";"M";3,00;7,00;3,00;65,00;"12";"E";90,00;"S";"W";"IR";;"NI";73,00;131,00;;15,00;3,70;1154,00;14,70;400,00;8,00;7,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;3,00;;;3,00;;;;;;;;;;;;;;;;;;;3,00;1,00;;;;;381;
"0820   240";"Ephemerum sessile";"M";"Pott";2,00;"N";"Tp";"A";"";;;;;;"A";"M";2,00;;2,00;60,00;;"E";80,00;;"W";"IR";;"NI";83,00;35,00;;8,00;4,30;1094,00;15,30;360,00;7,00;7,00;4,00;4,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;1,00;;;3,00;;;;;;;;;;1,00;;;;2,00;;;;;3,00;1,00;;;;;382;
"0820  1406";"Ephemerum spinulosum";"M";"Pott";2,20;"N";"Tp";"A";"";;;;;;"A";"M";;;;70,00;;;110,00;;;"IR";;"NI";71,00;;;2,00;3,90;1165,00;14,00;200,00;7,00;7,00;6,00;6,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;383;
"0820   241";"Ephemerum stellatum";"M";"Pott";1,50;"N";"Tp";"A";"";;;;;;"A";"M";;;;40,00;;"E";50,00;;;"IR";;;73,00;3,00;;2,00;5,00;1005,00;16,00;5,00;6,00;7,00;4,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;1,00;;;;;;384;
"0820   242";"Epipterygium tozeri";"M";"Brya";5,00;"N";"Ts";"P";"Tf";;"O";;"F";;"R";"D";4,00;;4,00;14,00;;"E";20,00;"S";"W";"IR";"CI";"NI";91,00;249,00;5,00;11,00;4,90;1091,00;15,50;150,00;6,00;5,00;4,00;5,00;0,00;0,00;;"2";;3,00;;2,00;;;;;;;;;;;;3,00;;;3,00;;;;2,00;;2,00;;;"2";;;"3";3,00;;;;;;3,00;2,00;2,00;;"2";;385;
"0810   753";"Eremonotus myriocarpus";"L";"Jung";8,00;"N";"Ms";"P";"Sc";;;;;;"R";"D";6,00;;7,00;12,00;;"E";17,00;"S";"W";"IR";;"NI";13,00;77,00;;9,00;1,90;2176,00;12,20;1220,00;8,00;5,00;2,00;5,00;0,00;0,00;;"3";;;3,00;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;386;
"0820   243";"Eucladium verticillatum";"M";"Pott";30,00;"N";"Tuft";"P";"Tf";;;;;;"R";"D";;;;12,00;;"E";14,00;"S";"W";"IR";"CI";"NI";83,00;600,00;;73,00;3,50;1115,00;14,60;700,00;7,00;2,00;3,00;9,00;0,00;0,00;3,00;"3";"3";3,00;;;;;;;;;;;;;;3,00;;;3,00;;;;;;;;;;;;;2,00;;;;;3,00;;;;;"3";;387;
"0820   156";"Eurhynchium crassinervium";"M";"Hypn";50,00;"N";"Mr";"P";"";;;;;;"O";"D";2,00;;2,00;16,00;;"E";22,00;"S";"W";"IR";"CI";"NI";73,00;716,00;1,00;72,00;3,70;1000,00;15,20;380,00;6,00;4,00;5,00;7,00;0,00;0,00;3,00;;"3";2,00;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;"3";3,00;;;;;3,00;1,00;;;;"3";;388;
"0820   256";"Eurhynchium hians";"M";"Hypn";110,00;"N";"Mr";"P";"We";;;;;;"R";"D";11,00;4,00;1,00;12,00;"5";"E";16,00;"S";"W";"IR";"CI";"NI";76,00;1774,00;6,00;192,00;3,60;991,00;15,00;950,00;5,00;6,00;6,00;6,00;0,00;0,00;2,00;;"2";3,00;;;;;;;;;;2,00;;;;3,00;;;3,00;;;;3,00;"3";3,00;;"3";"3";;"3";"3";3,00;;;;;2,00;3,00;3,00;3,00;;"2";3,00;389;
"0820   247";"Eurhynchium meridionale";"M";"Hypn";30,00;"NA";"Mr";"P";"";;;;;;"X";"D";;;;14,00;;"E";18,00;;;;;;91,00;3,00;;;5,10;822,00;16,20;160,00;4,00;7,00;2,00;9,00;0,00;0,00;3,00;;"1";3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;3,00;390;
"0820   249";"Eurhynchium praelongum";"M";"Hypn";120,00;"N";"Mr";"P";"We";;;;;;"F";"D";10,00;;3,00;11,00;;"E";13,00;"S";"W";"IR";"CI";"NI";73,00;2384,00;7,00;371,00;3,50;1076,00;14,60;1050,00;6,00;5,00;5,00;5,00;1,00;1,00;3,00;"3";"3";3,00;3,00;3,00;;"3";3,00;1,00;;;;3,00;"3";"3";;3,00;;;2,00;"3";"3";;3,00;"3";3,00;"3";"3";"3";;"3";"3";3,00;;"3";;3,00;3,00;3,00;2,00;3,00;"2";"3";3,00;391;
"0820   250";"Eurhynchium pulchellum";"M";"Hypn";30,00;"N";"Mr";"P";"";;;;;;"X";"D";;;;10,00;;"E";14,00;"S";;;;"NI";26,00;5,00;;1,00;1,80;1571,00;12,80;800,00;4,00;6,00;2,00;7,00;0,00;0,00;;"3";;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;392;
"0820   529";"Eurhynchium pumilum";"M";"Hypn";40,00;"N";"Mr";"P";"";;;;;;"F";"D";11,00;;3,00;12,00;;"E";15,00;"S";"W";"IR";"CI";"NI";92,00;929,00;6,00;41,00;3,90;945,00;15,50;580,00;5,00;3,00;6,00;7,00;0,00;0,00;2,00;"2";"2";3,00;3,00;;;;;;;;;3,00;;;;2,00;;;3,00;;;;1,00;;;;;"2";;;"3";3,00;;;;;2,00;;2,00;;;"2";3,00;393;
"0820   253";"Eurhynchium schleicheri";"M";"Hypn";60,00;"N";"Mr";"P";"We";;;;;;"R";"D";;;;10,00;;"E";14,00;"S";"W";"IR";;;92,00;155,00;;1,00;3,80;855,00;16,00;270,00;5,00;5,00;4,00;6,00;0,00;0,00;;"3";;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;;3,00;;;;;;394;
"0820   254";"Eurhynchium speciosum";"M";"Hypn";130,00;"N";"Mr";"P";"";;;;;;"F";"M";12,00;;2,00;16,00;;"E";20,00;"S";"W";"IR";"CI";"NI";73,00;253,00;2,00;11,00;4,10;850,00;15,80;200,00;8,00;5,00;7,00;7,00;0,00;0,00;3,00;;"3";3,00;;1,00;;"2";;;;;;3,00;;"1";;2,00;;;3,00;;;"2";;;3,00;;;;;"3";;3,00;;;;;;;;;;;;395;
"0820   364";"Eurhynchium striatulum";"M";"Hypn";50,00;"N";"Mr";"P";"De";;;;;;"R";"D";;;;14,00;;"E";20,00;"S";"W";"IR";;;92,00;54,00;;14,00;4,30;1080,00;15,40;365,00;4,00;5,00;3,00;9,00;0,00;0,00;3,00;"3";"3";;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"3";;396;
"0820   255";"Eurhynchium striatum";"M";"Hypn";150,00;"N";"We";"P";"";;;;;;"O";"D";12,00;;3,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";73,00;1667,00;7,00;288,00;3,60;1100,00;14,70;777,00;6,00;4,00;5,00;6,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;;;;;;2,00;;"2";;;;;;;;;3,00;;;;"3";"3";;"2";"3";3,00;;"3";;;3,00;;;;;"3";2,00;397;
"0820   257";"Fissidens adianthoides";"M";"Dicr";78,00;"N";"Tuft";"P";"Tf";;;;;;"F";"MD";11,00;;4,00;18,00;;"E";24,00;"S";"W";"IR";"CI";"NI";56,00;1320,00;1,00;229,00;3,30;1267,00;14,10;950,00;7,00;7,00;2,00;6,00;0,00;0,00;3,00;"3";"3";3,00;2,00;3,00;3,00;;1,00;;;;;1,00;"1";"3";;3,00;;;3,00;;;"3";3,00;;3,00;;;;2,00;"3";;2,00;;;;;3,00;;;;;"2";3,00;398;
"0820   260";"Fissidens bryoides";"M";"Dicr";20,00;"N";"Tf";"P";"";;;;;;"A";"M";10,00;;6,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";76,00;1748,00;7,00;163,00;3,60;1057,00;14,90;580,00;5,00;4,00;5,00;5,00;0,00;0,00;1,00;"1";;3,00;3,00;;;;1,00;;;;;;;;;3,00;;;;;;;;;;;;"3";3,00;;;3,00;;"2";;;3,00;3,00;2,00;3,00;;"1";;399;
"0820  1000";"Fissidens celticus";"M";"Dicr";4,60;"N";"Ts";"P";"Tf";;;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;"NI";71,00;240,00;;17,00;4,00;1469,00;14,60;335,00;6,00;3,00;3,00;3,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;"1";;;3,00;3,00;;;;;;400;
"0820   261";"Fissidens crassipes";"M";"Dicr";20,00;"N";"Tf";"P";"Ts";;;;;;"F";"D";2,00;7,00;2,00;18,00;"11";"E";28,00;"S";"W";"IR";;"NI";83,00;478,00;;30,00;3,60;921,00;15,40;425,00;9,00;5,00;7,00;7,00;0,00;0,00;3,00;;"3";2,00;;;;;1,00;;;;;2,00;;;;;;"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;401;
"0820   263";"Fissidens curnovii";"M";"Dicr";20,00;"N";"Tf";"P";"";;;;;;"A";"M";11,00;;8,00;16,00;;"E";20,00;"S";"W";"IR";"(CI)";"NI";81,00;226,00;;23,00;4,20;1490,00;14,40;250,00;7,00;4,00;4,00;4,00;0,00;0,00;3,00;;"2";3,00;3,00;;;;;;;;;2,00;;;;3,00;;;3,00;;;;;;;;;;;"3";;3,00;;"1";;;3,00;1,00;;;;;;402;
"0820   258";"Fissidens curvatus";"M";"Dicr";3,00;"N";"Ts";"P";"Tf";;;;;;"O";"D";12,00;;1,00;13,00;;"E";18,00;;"W";"IR";;;91,00;14,00;;2,00;5,50;1140,00;15,50;290,00;6,00;4,00;4,00;5,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;3,00;;;;;;403;
"0820   262";"Fissidens dubius";"M";"Dicr";35,00;"N";"Tf";"P";"";;"X";;;;"O";"MD";1,00;;4,00;10,00;;"E";16,00;"S";"W";"IR";"CI";"NI";73,00;1046,00;2,00;195,00;3,40;1268,00;14,30;760,00;4,00;7,00;2,00;7,00;0,00;0,00;3,00;"3";"3";3,00;3,00;3,00;;;;;;;;2,00;;"3";;3,00;;;;;;"2";3,00;;;;;;;;;2,00;;;;;3,00;;;;;"3";3,00;404;
"0820   265";"Fissidens exilis";"M";"Dicr";3,00;"N";"Ts";"AP";"Tf";;;;;;"A";"MD";1,00;;4,00;10,00;;"E";12,00;"S";"W";"IR";"(CI)";"(NI)";73,00;388,00;;6,00;3,80;857,00;15,70;290,00;5,00;4,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;;"3";3,00;;;;;;3,00;3,00;;;;;405;
"0820   267.2";"Fissidens gracilifolius";"M";"Dicr";2,50;"N";"Ts";"P";"Tf";;;;;;"A";"M";;;;9,00;;"E";14,00;"S";"W";"IR";;"NI";83,00;223,00;;12,00;3,50;844,00;15,70;460,00;5,00;1,00;4,00;7,00;0,00;0,00;3,00;"3";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"2";3,00;406;
"0820   266";"Fissidens incurvus";"M";"Dicr";5,00;"N";"Tf";"P";"";;"R";;;;"A";"MD";10,00;;7,00;12,00;;"E";16,00;"S";"W";"IR";"(CI)";"NI";92,00;579,00;;15,00;4,00;814,00;15,90;490,00;5,00;4,00;5,00;7,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;"3";3,00;;;;;;3,00;3,00;;;"1";;407;
"0820  1036";"Fissidens limbatus";"M";"Dicr";7,00;"N";"Tf";"P";"";;;;;;"A";"MD";12,00;;6,00;8,00;;"E";18,00;"S";"W";"IR";"CI";;91,00;62,00;1,00;6,00;4,90;1143,00;15,30;175,00;5,00;3,00;5,00;7,00;0,00;0,00;;"2";"2";3,00;3,00;;;;;;;;;;;;;3,00;;;1,00;;;;;;;;;;;;"3";3,00;;;;;3,00;3,00;;;;"3";;408;
"0820   268";"Fissidens monguillonii";"M";"Dicr";25,00;"N";"Tf";"P";"";;;;;;"O";"MD";;;;14,00;;"E";18,00;;"W";"IR";;"NI";81,00;16,00;;3,00;4,60;1297,00;15,10;45,00;9,00;6,00;6,00;7,00;0,00;0,00;3,00;;;3,00;3,00;;;;;;;3,00;;;;;;;;"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;409;
"0820   269";"Fissidens osmundoides";"M";"Dicr";58,00;"N";"Tf";"P";"";;"U";;;;"O";"D";6,00;;6,00;18,00;;"E";24,00;"S";"W";"IR";;"NI";26,00;559,00;;86,00;2,70;1650,00;13,00;920,00;7,00;7,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;3,00;;;;;;"3";;;;"3";;;;;;;;;;;3,00;;;;;;;410;
"0820   270";"Fissidens polyphyllus";"M";"Dicr";150,00;"N";"Tf";"P";"";;"U";;;;"X";"MD";;;;;;"E";;"S";"W";"IR";;;80,00;22,00;;5,00;4,60;1534,00;14,60;155,00;8,00;2,00;2,00;3,00;1,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;2,00;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;411;
"0820   267.1";"Fissidens pusillus";"M";"Dicr";6,00;"N";"Ts";"P";"Tf";;;;;;"A";"MD";7,00;;1,00;10,00;;"E";19,00;"S";"W";"IR";;"NI";83,00;282,00;;29,00;3,60;1102,00;14,90;920,00;6,00;4,00;4,00;6,00;0,00;0,00;3,00;"3";"2";;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"3";;412;
"0820   267";"Fissidens pusillus s.l.";"M";"Dicr";6,00;"N";"Ts";"P";"Tf";;;;;;"A";"MD";;;;9,00;;"E";19,00;"S";"W";"IR";;"NI";83,00;451,00;;37,00;3,60;1019,00;15,20;920,00;6,00;3,00;4,00;6,00;0,00;0,00;3,00;"3";"2";;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"3";3,00;413;
"0820   271";"Fissidens rivularis";"M";"Dicr";20,00;"N";"Tf";"P";"";;;;;;"O";"M";;;;17,00;;"E";20,00;"S";"W";"IR";"(CI)";;91,00;53,00;;2,00;4,20;1170,00;15,30;230,00;9,00;2,00;4,00;5,00;0,00;0,00;3,00;;"1";1,00;;;;;;;;;;;;;;;"3";"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;414;
"0820   272";"Fissidens rufulus";"M";"Dicr";20,00;"N";"Tf";"P";"";;;;;;"O";"D";;;;18,00;;"E";22,00;"S";"W";"IR";;"NI";73,00;78,00;;9,00;2,80;1225,00;14,20;365,00;9,00;5,00;4,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;415;
"0820   273";"Fissidens serrulatus";"M";"Dicr";75,00;"N";"Tf";"P";"";;"U";;;;"X";"D";;;;;;"E";;;"W";"IR";;;91,00;5,00;;2,00;4,70;1480,00;14,80;130,00;8,00;1,00;3,00;4,00;0,00;0,00;3,00;;;3,00;;3,00;;;;;;;;;;;;3,00;;"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;416;
"0820   274";"Fissidens taxifolius";"M";"Dicr";20,00;"N";"Tf";"P";"";;"O";;;;"O";"M";1,00;;6,00;7,00;;"E";18,00;"S";"W";"IR";"CI";"NI";83,00;1995,00;3,00;285,00;3,50;1075,00;14,80;580,00;5,00;4,00;5,00;7,00;0,00;0,00;3,00;;"1";3,00;2,00;;;;1,00;;;;;1,00;;;;3,00;;;2,00;;;;3,00;"2";1,00;;"3";"3";;;"3";3,00;;"1";;;3,00;3,00;3,00;3,00;;"2";;417;
"0820   274.1";"Fissidens taxifolius var. pallidicaulis";"M";"Dicr";30,00;"N";"Tf";"P";"";;;;;;"F";"M";;;;7,00;;"E";11,00;"S";"W";"IR";;"NI";81,00;45,00;;9,00;3,20;1760,00;13,40;200,00;8,00;3,00;5,00;7,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;418;
"0820   274.2";"Fissidens taxifolius var. taxifolius";"M";"Dicr";20,00;"N";"Tf";"PA";"";;;;;;"O";"M";1,00;;6,00;12,00;;"E";18,00;"S";"W";"IR";"CI";"NI";83,00;463,00;;4,00;3,80;946,00;15,40;490,00;5,00;4,00;5,00;7,00;0,00;0,00;3,00;;"1";3,00;2,00;;;;1,00;;;;;1,00;;;;3,00;;;;;;;3,00;"2";1,00;;"3";"3";;;"3";3,00;;"1";;;3,00;3,00;3,00;3,00;;"2";;419;
"0820   275";"Fissidens viridulus";"M";"Dicr";6,00;"N";"Tf";"P";"";;;;;;"A";"MD";1,00;;12,00;8,00;;"E";15,00;"S";"W";"IR";;"NI";66,00;487,00;;23,00;4,00;945,00;15,60;700,00;5,00;3,00;6,00;7,00;0,00;0,00;;"2";"1";3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;2,00;;;;;"3";;;"3";3,00;;;;;1,00;3,00;2,00;2,00;;"1";1,00;420;
"0820  1055";"Fissidens viridulus s.l.";"M";"Dicr";6,00;"N";"Tf";"P";"";;;;;;"A";"MD";;;;8,00;;"E";19,00;"S";"W";"IR";"CI";"NI";66,00;1114,00;7,00;98,00;3,70;1004,00;15,20;920,00;5,00;3,00;5,00;7,00;0,00;0,00;3,00;"3";"2";3,00;3,00;;;;;;;;;;;;;;;;3,00;;;;2,00;;;;;"3";;;"3";3,00;;;;;3,00;3,00;2,00;2,00;;"2";3,00;421;
"0820   276";"Fontinalis antipyretica";"M";"Hypn";500,00;"N";"At";"P";"";;;;;;"R";"D";5,00;;7,00;10,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;1602,00;7,00;287,00;3,30;1158,00;14,30;880,00;12,00;6,00;5,00;6,00;0,00;0,00;3,00;;"3";;;2,00;;;2,00;;;;;3,00;;;;;"3";"3";;;;;;;;;;;;;;;;;;;;;;;;;;422;
"0820   276.1";"Fontinalis antipyretica var. antipyretica";"M";"Hypn";500,00;"N";"At";"P";"";;;;;;"R";"D";;;;10,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;959,00;;136,00;3,30;1183,00;14,40;820,00;12,00;6,00;5,00;6,00;0,00;0,00;3,00;;"3";;;2,00;;;2,00;;;;"1";3,00;;;;;"3";"3";;;;;;;;;;;;;;;;;;;;;;;;;;423;
"0820   276.4";"Fontinalis antipyretica var. gracilis";"M";"Hypn";400,00;"N";"At";"P";"";;;;;;"R";"D";;;;;;"E";;"S";"W";"IR";;"NI";54,00;88,00;;6,00;2,40;1424,00;13,10;760,00;12,00;7,00;4,00;6,00;0,00;0,00;3,00;;"1";;;;;;;;;;;;;;;;"1";"3";;;;;;;;;;;;;;;;;;;;;;;;;;424;
"0820   281";"Fontinalis squamosa";"M";"Hypn";400,00;"N";"At";"P";"";;;;;;"R";"D";1,00;;8,00;18,00;;"E";28,00;"S";"W";"IR";;"NI";72,00;392,00;;52,00;3,00;1409,00;13,70;830,00;12,00;7,00;3,00;4,00;0,00;0,00;3,00;;"2";2,00;;2,00;;;;;;;;3,00;;;;;"2";"3";;;;;;;;;;;;;;;;;;;;;;;;;;425;
"0820   281.1";"Fontinalis squamosa var. curnowii";"M";"Hypn";400,00;"N";"At";"P";"";;;;;;"R";"D";3,00;;6,00;18,00;;"E";22,00;;;;;;71,00;6,00;;;5,70;1297,00;15,30;180,00;12,00;7,00;3,00;4,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;426;
"0820   278";"Fontinalis squamosa var. dixonii";"M";"Hypn";400,00;"N";"At";"P";"";;;;;;"Nil";"D";;;;;;"E";;"(S)";"W";;;"NI";71,00;8,00;;;2,20;2075,00;13,00;490,00;12,00;7,00;3,00;4,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;427;
"0820   281.2";"Fontinalis squamosa var. squamosa";"M";"Hypn";400,00;"N";"At";"P";"";;;;;;"R";"D";1,00;9,00;5,00;20,00;"9";"E";28,00;"S";"W";"IR";;"NI";72,00;50,00;;4,00;4,60;1262,00;14,90;95,00;12,00;7,00;3,00;4,00;0,00;0,00;3,00;;;;;;;;;;;;;3,00;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;428;
"0810   754";"Fossombronia angulosa";"L";"Foss";25,00;"N";"Ms";"P";"";;;;;;"F";"D";1,00;;7,00;34,00;;"E";52,00;"S";"W";"IR";"CI";;91,00;23,00;6,00;18,00;5,50;1243,00;15,00;120,00;7,00;6,00;4,00;5,00;0,00;2,00;;;;3,00;3,00;;;"1";;;;;;;;;;3,00;;;3,00;;;;;;;;;;;;"3";;;;;;;3,00;;;;;;429;
"0810   755";"Fossombronia caespitiformis";"L";"Foss";10,00;"N";"Sc";"AP";"";;;;;;"A";"M";7,00;;4,00;38,00;;"E";56,00;;"W";;;;91,00;30,00;;;4,90;919,00;16,00;135,00;6,00;7,00;4,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;1,00;;;;;;;;;3,00;;;;;;;;2,00;;;;;1,00;3,00;;;;;430;
"0810   756";"Fossombronia crozalsii";"L";"Foss";8,00;"N";"Sc";"A";"";;;;;;"F";"M";7,00;;9,00;34,00;;"E";41,00;;;;;;91,00;1,00;;;3,30;793,00;15,90;150,00;7,00;6,00;4,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;431;
"0810   961";"Fossombronia fimbriata";"L";"Foss";3,50;"N";"Sc";"AP";"";;;;;"F";"R";"D";;;;24,00;;"E";28,00;"S";"W";"IR";;;71,00;16,00;;3,00;2,10;1809,00;12,70;360,00;8,00;7,00;3,00;5,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;3,00;;;;;3,00;432;
"0810   758";"Fossombronia foveolata";"L";"Foss";15,00;"N";"Sc";"AP";"Ms";;;;;;"A";"M";7,00;;11,00;35,00;;"E";50,00;"S";"W";"IR";;"NI";53,00;70,00;;19,00;3,80;1314,00;14,10;345,00;9,00;7,00;3,00;5,00;0,00;0,00;;;;3,00;2,00;3,00;3,00;;;;;;;;;;;;;;3,00;;"2";;;;2,00;;;;2,00;;;;2,00;;;;;3,00;;;;;1,00;433;
"0810   759";"Fossombronia husnotii";"L";"Foss";10,00;"N";"Sc";"PA";"Ms";;;;;;"A";"M";8,00;;7,00;42,00;;"E";56,00;;"W";"IR";"CI";;91,00;34,00;3,00;11,00;5,70;1120,00;15,50;245,00;4,00;8,00;3,00;4,00;1,00;0,00;;;;3,00;3,00;3,00;;;;;;;;;;;;3,00;;;;;;;2,00;;;;;;3,00;;;;2,00;;;;;3,00;;;;;2,00;434;
"0810   962";"Fossombronia incurva";"L";"Foss";5,00;"N";"Sc";"P";"";;;;;;"A";"D";2,00;;12,00;22,00;;"E";32,00;"S";"W";"IR";"CI";"NI";72,00;82,00;1,00;25,00;3,50;1374,00;14,00;500,00;8,00;7,00;3,00;5,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;3,00;;;3,00;;;;;;;;;"1";3,00;;;;;;;;;3,00;;;;;3,00;435;
"0810   762.1";"Fossombronia maritima";"L";"Foss";5,00;"N";"Sc";"PA";"Ms";;;;;;"A";"M";12,00;;7,00;45,00;;"E";64,00;;"W";"IR";"CI";;81,00;16,00;3,00;3,00;6,20;1057,00;15,70;90,00;6,00;8,00;3,00;4,00;0,00;1,00;;;;3,00;;2,00;;;;;;;;;;"2";;3,00;;;3,00;;;;;;;;;;3,00;;;;;;;;;3,00;;1,00;;;3,00;436;
"0810   762.2";"Fossombronia pusilla";"L";"Foss";15,00;"N";"Sc";"AP";"Ms";;;;;;"A";"M";1,00;;12,00;38,00;;"E";56,00;"S";"W";"IR";"(CI)";"NI";92,00;275,00;;20,00;4,10;993,00;15,30;460,00;7,00;6,00;4,00;5,00;0,00;0,00;;"2";;3,00;2,00;;;;;;;;;;;;;1,00;;;2,00;;;;;;3,00;;;;1,00;;"3";1,00;3,00;;"3";;2,00;3,00;3,00;;;;1,00;437;
"0810   762";"Fossombronia pusilla s.l.";"L";"Foss";15,00;"N";"Sc";"AP";"Ms";;;;;;"A";"M";1,00;;12,00;38,00;;"E";64,00;"S";"W";"IR";"CI";"NI";92,00;629,00;3,00;66,00;3,90;1020,00;15,20;460,00;7,00;6,00;4,00;5,00;0,00;0,00;;"2";;3,00;2,00;2,00;;;;;;;;;;"2";;2,00;;;2,00;;;;;;3,00;;;;2,00;;"3";1,00;3,00;;"3";;2,00;3,00;3,00;1,00;;;1,00;438;
"0810   763";"Fossombronia wondraczekii";"L";"Foss";10,00;"N";"Sc";"AP";"";;;;;;"A";"M";1,00;;12,00;34,00;;"E";50,00;"S";"W";"IR";"CI";"NI";73,00;391,00;3,00;43,00;3,70;1121,00;14,90;490,00;7,00;7,00;3,00;4,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;;;;;;3,00;;;;;;3,00;;;;3,00;;;;3,00;;"3";;;3,00;3,00;;;;;439;
"0810   764";"Frullania dilatata";"L";"Pore";35,00;"N";"Ms";"P";"";;;;;;"F";"D";1,00;;12,00;40,00;;"E";60,00;"S";"W";"IR";"CI";"NI";85,00;1538,00;9,00;349,00;3,60;1144,00;14,60;610,00;4,00;6,00;4,00;6,00;0,00;1,00;3,00;;"3";1,00;;;;;2,00;;;;;3,00;"1";;"1";2,00;;;;;;;;;;;"3";;3,00;"3";"3";3,00;;"1";;;3,00;;;3,00;;"2";;440;
