"originalna";"id";"speciesnam";"vaatplant";"is_gras";"is_boomstruik";"is_dwergstruik";"is_hogeplant";"is_meerjarigkruid";"is_schijngras";"is_jarig";"is_invasieveexoot";"is_mos";"is_lichen";"is_kranswier";"link_bbr";"link_bryoatt";"link_hill";"hoogte_max";"is_bossoort";"l_waarde";"genus_ori";"species_ori";"subspecies_ori";"genus";"species";"subspecies";"specieszonderauteur_ori";"specieszonderauteur";"L_getal";"R_getal";"F_getal";"N_getal";"S_getal";"taxontype_ID"
"Geranium pyrenaicum Burm. f.";1857;"Geranium pyrenaicum Burm. f.";1;0;0;0;0;1;0;0;0;0;0;0;575;;720;60;0;8;"Geranium ";"pyrenaicum";;"Geranium ";"pyrenaicum";;"Geranium pyrenaicum";"Geranium pyrenaicum";8;7;4;6;0;9
"Alopecurus bulbosus Gouan";1858;"Alopecurus bulbosus Gouan";1;1;0;0;0;0;0;0;0;0;0;0;39;;75;40;0;;"Alopecurus";"bulbosus";;"Alopecurus";"bulbosus";;"Alopecurus bulbosus";"Alopecurus bulbosus";8;7;7;5;3;9
"Mentha suaveolens Ehrh. (incl. kruisingen)";1859;"Mentha suaveolens Ehrh. (+ hybriden)";1;0;0;0;0;1;0;0;0;0;0;0;818;;;75;0;8;"Mentha ";"suaveolens";"(+ hybriden)";"Mentha ";"suaveolens";"(incl. kruisingen)";"Mentha suaveolens (+ hybriden)";"Mentha suaveolens (incl. kruisingen)";8;6;;5;1;3
"Anthoceros";1860;"Anthoceros";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Anthoceros";;;"Anthoceros";;;"Anthoceros ";"Anthoceros ";;;;;;12
"Anthoceros agrestis Paton";1861;"Anthoceros agrestis Paton";0;0;0;0;0;0;0;0;0;1;0;0;3303;56;;;0;;"Anthoceros";"agrestis";;"Anthoceros";"agrestis";;"Anthoceros agrestis";"Anthoceros agrestis";7;5;7;4;0;9
"Arenaria serpyllifolia L. subsp. leptoclados (Reichenb.) Nyman";1862;"Arenaria serpyllifolia L. subsp. leptoclados (Reichenb.) Nyman";1;0;0;0;0;0;0;1;0;0;0;0;2334;;12;25;0;;"Arenaria";"serpyllifolia";"subsp. leptoclados";"Arenaria";"serpyllifolia";"subsp. leptoclados";"Arenaria serpyllifolia subsp. leptoclados";"Arenaria serpyllifolia subsp. leptoclados";8;7;3;5;0;22
"Bromus arvensis L.";1863;"Bromus arvensis L.";1;1;0;0;0;0;0;1;0;0;0;0;154;;;100;0;;"Bromus";"arvensis";;"Bromus";"arvensis";;"Bromus arvensis";"Bromus arvensis";6;8;4;4;0;9
"Bromus grossus Desf. ex DC.";1864;"Bromus grossus Desf. ex DC.";1;1;0;0;0;0;0;1;0;0;0;0;;;;;0;;"Bromus";"grossus";;"Bromus";"grossus";;"Bromus grossus";"Bromus grossus";;;;;;9
"Bupleurum rotundifolium L.";1865;"Bupleurum rotundifolium L.";1;0;0;0;0;0;0;1;0;0;0;0;1670;;;45;0;;"Bupleurum";"rotundifolium";;"Bupleurum";"rotundifolium";;"Bupleurum rotundifolium";"Bupleurum rotundifolium";8;9;3;4;0;9
"Camelina alyssum (Mill.) Thell.";1866;"Camelina alyssum (Mill.) Thell.";1;0;0;0;0;0;0;1;0;0;0;0;;;;;0;;"Camelina";"alyssum";;"Camelina";"alyssum";;"Camelina alyssum";"Camelina alyssum";;;;;;9
"Carex divisa Huds.";1867;"Carex divisa Huds.";1;0;0;0;0;0;1;0;0;0;0;0;226;;266;75;0;;"Carex";"divisa";;"Carex";"divisa";;"Carex divisa";"Carex divisa";8;7;7;6;3;9
"Chara baltica Bruzelius";1868;"Chara baltica Bruzelius";0;0;0;0;0;0;0;0;0;0;0;1;2110;;;;0;;"Chara";"baltica";;"Chara";"baltica";;"Chara baltica";"Chara baltica";;8;;3;4;9
"Chara canescens Desv. & Loisel.";1869;"Chara canescens Desv. & Loisel.";0;0;0;0;0;0;0;0;0;0;0;1;2142;;;;0;;"Chara";"canescens";;"Chara";"canescens";;"Chara canescens";"Chara canescens";;8;;4;3;9
"Consolida regalis S.F. Gray";1870;"Consolida regalis S.F. Gray";1;0;0;0;0;0;0;1;0;0;0;0;396;;;50;0;;"Consolida";"regalis";;"Consolida";"regalis";;"Consolida regalis";"Consolida regalis";6;8;4;5;0;9
"Falcaria vulgaris Bernh.";1871;"Falcaria vulgaris Bernh.";1;0;0;0;0;0;0;0;0;0;0;0;2379;;;90;0;;"Falcaria";"vulgaris";;"Falcaria";"vulgaris";;"Falcaria vulgaris";"Falcaria vulgaris";7;9;3;;0;9
"Filago arvensis L.";1872;"Filago arvensis L.";1;0;0;0;0;0;0;1;0;0;0;0;522;;;30;0;;"Filago";"arvensis";;"Filago";"arvensis";;"Filago arvensis";"Filago arvensis";8;4;3;2;0;9
"Filago lutescens Jord.";1873;"Filago lutescens Jord.";1;0;0;0;0;0;0;1;0;0;0;0;1424;;649;30;0;;"Filago";"lutescens";;"Filago";"lutescens";;"Filago lutescens";"Filago lutescens";9;4;3;2;0;9
"Fumaria densiflora DC.";1874;"Fumaria densiflora DC.";1;0;0;0;0;0;0;1;0;0;0;0;;;665;;0;;"Fumaria";"densiflora";;"Fumaria";"densiflora";;"Fumaria densiflora";"Fumaria densiflora";8;8;3;5;0;9
"Fumaria parviflora Lam.";1875;"Fumaria parviflora Lam.";1;0;0;0;0;0;0;1;0;0;0;0;;;669;;0;;"Fumaria";"parviflora";;"Fumaria";"parviflora";;"Fumaria parviflora";"Fumaria parviflora";8;8;4;5;0;9
"Galium constrictum Chaub.";1876;"Galium constrictum Chaub.";1;0;0;0;0;1;0;0;0;0;0;0;;;686;;0;;"Galium";"constrictum";;"Galium";"constrictum";;"Galium constrictum";"Galium constrictum";8;3;9;2;0;9
"Galium spurium L.";1877;"Galium spurium L.";1;0;0;0;0;0;0;1;0;0;0;0;;;693;;0;;"Galium";"spurium";;"Galium";"spurium";;"Galium spurium";"Galium spurium";7;8;5;5;0;9
"Leonurus cardiaca L.";1878;"Leonurus cardiaca L.";1;0;0;0;0;1;0;0;0;0;0;0;728;;;90;0;8;"Leonurus ";"cardiaca";;"Leonurus ";"cardiaca";;"Leonurus cardiaca";"Leonurus cardiaca";8;8;5;9;0;9
"Lepidium campestre (L.) R. Brown";1879;"Lepidium campestre (L.) R. Brown";1;0;0;0;0;0;0;1;0;0;0;0;729;;899;50;0;7;"Lepidium ";"campestre";;"Lepidium ";"campestre";;"Lepidium campestre";"Lepidium campestre";7;7;4;6;0;9
"Mibora minima (L.) Desv.";1880;"Mibora minima (L.) Desv.";1;1;0;0;0;0;0;1;0;0;0;0;825;;1029;15;0;9;"Mibora ";"minima";;"Mibora ";"minima";;"Mibora minima";"Mibora minima";9;7;3;1;0;9
"Nepeta cataria L.";1881;"Nepeta cataria L.";1;0;0;0;0;1;0;0;0;0;0;0;862;;1076;100;0;7;"Nepeta ";"cataria";;"Nepeta ";"cataria";;"Nepeta cataria";"Nepeta cataria";7;7;4;6;0;9
"Ailanthus altissima (Mill.) Swingle";1882;"Ailanthus altissima (Mill.) Swingle";1;0;1;0;0;0;0;0;1;0;0;0;5007;;;2500;0;8;"Ailanthus ";"altissima";;"Ailanthus ";"altissima";;"Ailanthus altissima";"Ailanthus altissima";8;7;5;8;0;9
"Cotoneaster";1883;"Cotoneaster";1;0;1;0;0;0;0;0;1;0;0;0;6578;;;;0;;"Cotoneaster";;;"Cotoneaster";;;"Cotoneaster";"Cotoneaster";;;;;;12
"Sphagnum platyphyllum (Braithw.) Warnst.";1884;"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";0;0;0;0;0;0;0;0;0;1;0;0;3017;1048;;;0;7;"Sphagnum ";"platyphyllum";;"Sphagnum ";"platyphyllum";;"Sphagnum platyphyllum";"Sphagnum platyphyllum";8;5;9;2;0;9
"Potamogeton perfoliatus L.";1885;"Potamogeton perfoliatus L.";1;0;0;0;0;1;0;0;0;0;0;0;999;;1271;200;0;7;"Potamogeton ";"perfoliatus";;"Potamogeton ";"perfoliatus";;"Potamogeton perfoliatus";"Potamogeton perfoliatus";7;6;12;5;1;9
"Syntrichia ruraliformis (Bescherelle) Dixon";1886;"Syntrichia ruraliformis (Besch.) Cardot";0;0;0;0;0;0;0;0;0;1;0;0;3066;1077;;;0;9;"Syntrichia ";"ruraliformis";;"Syntrichia ";"ruraliformis";;"Syntrichia ruraliformis";"Syntrichia ruraliformis";8;7;3;3;2;9
"Pseudotsuga menziesii (Mirb.) Franco";1887;"Pseudotsuga menziesii (Mirb.) Franco";1;0;1;0;0;0;0;0;1;0;0;0;2259;;1305;3500;0;6;"Pseudotsuga ";"menziesii";;"Pseudotsuga ";"menziesii";;"Pseudotsuga menziesii";"Pseudotsuga menziesii";6;4;6;4;0;9
"Sphagnum majus (Russow) C.E.O.Jensen";1888;"Sphagnum majus (Russow) C.E.O.Jensen";0;0;0;0;0;0;0;0;0;1;0;0;3012;1041;;;0;7;"Sphagnum ";"majus";;"Sphagnum ";"majus";;"Sphagnum majus";"Sphagnum majus";8;2;10;2;0;9
"Sphagnum pulchrum (Braithw.) Warnst.";1889;"Sphagnum pulchrum (Lindb. ex Braithw.) Warnst.";0;0;0;0;0;0;0;0;0;1;0;0;3018;1049;;;0;8;"Sphagnum ";"pulchrum";;"Sphagnum ";"pulchrum";;"Sphagnum pulchrum";"Sphagnum pulchrum";8;1;10;1;0;9
"Honckenya peploides (L.) Ehrh.";1890;"Honckenya peploides (L.) Ehrh.";1;0;0;0;0;1;0;0;0;0;0;0;634;;773;30;0;9;"Honckenya ";"peploides";;"Honckenya ";"peploides";;"Honckenya peploides";"Honckenya peploides";9;7;5;6;3;9
"Cladina arbuscula (Wallr.) Hale & W.L. Culb.";1891;"Cladonia arbuscula (Wallr.) Flot.";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladina ";"arbuscula";;"Cladonia";"arbuscula";;"Cladina arbuscula";"Cladonia arbuscula";;;;;;9
"Ricciocarpos natans (L.) Corda";1892;"Ricciocarpos natans (L.) Corda";0;0;0;0;0;0;0;0;0;1;0;0;3478;941;;;0;8;"Ricciocarpos ";"natans";;"Ricciocarpos ";"natans";;"Ricciocarpos natans";"Ricciocarpos natans";7;7;11;6;0;9
"Sphaerotilus";1893;"Sphaerotilus";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Sphaerotilus";;;"Sphaerotilus";;;"Sphaerotilus";"Sphaerotilus";;;;;;12
"Diphasiastrum tristachyum (Pursh) Holub";1894;"Diphasiastrum tristachyum (Pursh) Holub";1;0;0;0;0;1;0;0;0;0;0;0;776;;;20;0;8;"Diphasiastrum ";"tristachyum";;"Diphasiastrum ";"tristachyum";;"Diphasiastrum tristachyum";"Diphasiastrum tristachyum";8;1;;1;0;9
"Rhamnus cathartica L.";1895;"Rhamnus cathartica L.";1;0;1;0;0;0;0;0;0;0;0;0;1064;;1355;300;0;7;"Rhamnus ";"cathartica";;"Rhamnus ";"cathartica";;"Rhamnus cathartica";"Rhamnus cathartica";7;7;5;6;0;9
"Carex divulsa Stokes";1896;"Carex divulsa Stokes";1;0;0;0;0;0;1;0;0;0;0;0;1611;;267;100;0;7;"Carex ";"divulsa";;"Carex ";"divulsa";;"Carex divulsa";"Carex divulsa";7;7;4;6;0;9
"Palustriella commutata (Hedw.) Ochyra";1897;"Palustriella commutata (Hedw.) Ochyra s.l.";0;0;0;0;0;0;0;0;0;1;0;0;2655;745;;;0;7;"Palustriella ";"commutata";;"Palustriella ";"commutata";"s.l.";"Palustriella commutata";"Palustriella commutata s.l.";7;7;9;2;0;7
"Leucojum aestivum L.";1898;"Leucojum aestivum L.";1;0;0;0;0;1;0;0;0;0;0;0;734;;906;60;0;7;"Leucojum ";"aestivum";;"Leucojum ";"aestivum";;"Leucojum aestivum";"Leucojum aestivum";7;7;9;8;0;9
"Ambrosia artemisiifolia L.";1899;"Ambrosia artemisiifolia L.";1;0;0;0;0;0;0;1;1;0;0;0;48;;;100;0;9;"Ambrosia ";"artemisiifolia";;"Ambrosia ";"artemisiifolia";;"Ambrosia artemisiifolia";"Ambrosia artemisiifolia";9;8;4;6;0;9
"Cyperus eragrostis Lam.";1900;"Cyperus eragrostis Lam.";1;0;0;0;0;0;1;0;1;0;0;0;;;;20;0;;"Cyperus ";"eragrostis";;"Cyperus ";"eragrostis";;"Cyperus eragrostis";"Cyperus eragrostis";;;;;;9
"Polygonum polystachyum Wall. ex Meissner";1901;"Rubrivena polystachya (Wall. ex Meissner) M. Král";1;0;0;0;1;1;0;0;1;0;0;0;1874;;1166;150;0;8;"Polygonum ";"polystachyum";;"Rubrivena";"polystachya";;"Polygonum polystachyum";"Rubrivena polystachya";8;5;4;6;0;9
"Rudbeckia laciniata L.";1902;"Rudbeckia laciniata L.";1;0;0;0;1;1;0;0;1;0;0;0;1880;;;200;0;7;"Rudbeckia ";"laciniata";;"Rudbeckia ";"laciniata";;"Rudbeckia laciniata";"Rudbeckia laciniata";7;7;;7;0;9
"Galium tricornutum Dandy";1903;"Galium tricornutum Dandy";1;0;0;0;0;0;0;1;0;0;0;0;555;;695;60;0;;"Galium";"tricornutum";;"Galium";"tricornutum";;"Galium tricornutum";"Galium tricornutum";7;7;4;4;0;9
"Lupinus polyphyllus Lindl.";1904;"Lupinus polyphyllus Lindl.";1;0;0;0;1;1;0;0;1;0;0;0;1899;;961;150;0;7;"Lupinus ";"polyphyllus";;"Lupinus ";"polyphyllus";;"Lupinus polyphyllus";"Lupinus polyphyllus";7;5;5;5;0;9
"Cotoneaster horizontalis Decaisne";1905;"Cotoneaster horizontalis Decaisne";1;0;1;0;0;0;0;0;1;0;0;0;5048;;430;150;0;8;"Cotoneaster ";"horizontalis";;"Cotoneaster ";"horizontalis";;"Cotoneaster horizontalis";"Cotoneaster horizontalis";8;8;3;4;0;9
"Berteroa incana (L.) DC.";1906;"Berteroa incana (L.) DC.";1;0;0;0;0;0;0;1;0;0;0;0;137;;;50;0;9;"Berteroa ";"incana";;"Berteroa ";"incana";;"Berteroa incana";"Berteroa incana";9;6;3;4;0;9
"Minuartia hybrida (Vill.) Schischkin";1907;"Minuartia hybrida (Vill.) Schischkin";1;0;0;0;0;0;0;1;0;0;0;0;829;;1036;25;0;9;"Minuartia ";"hybrida";;"Minuartia ";"hybrida";;"Minuartia hybrida";"Minuartia hybrida";9;8;3;3;0;9
"Senecio sarracenicus L.";1908;"Senecio sarracenicus L.";1;0;0;0;1;1;0;0;0;0;0;0;1186;;1509;150;0;7;"Senecio ";"sarracenicus";;"Senecio ";"sarracenicus";;"Senecio sarracenicus";"Senecio sarracenicus";7;6;8;7;0;9
"Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl";1909;"Veronica hederifolia L. subsp. lucorum (Klett et Richt.) Hartl";1;0;0;0;0;0;0;1;0;0;0;0;1539;;;30;0;6;"Veronica ";"hederifolia";"subsp. lucorum";"Veronica ";"hederifolia";"subsp. lucorum";"Veronica hederifolia subsp. lucorum";"Veronica hederifolia subsp. lucorum";6;7;5;7;0;22
"Verbascum lychnitis L.";1910;"Verbascum lychnitis L.";1;0;0;0;1;1;0;0;0;0;0;0;1339;;1721;150;0;7;"Verbascum ";"lychnitis";;"Verbascum ";"lychnitis";;"Verbascum lychnitis";"Verbascum lychnitis";7;7;3;3;0;9
"Verbascum blattaria L.";1911;"Verbascum blattaria L.";1;0;0;0;1;1;0;0;0;0;0;0;1338;;;120;0;8;"Verbascum ";"blattaria";;"Verbascum ";"blattaria";;"Verbascum blattaria";"Verbascum blattaria";8;7;3;6;1;9
"Verbascum densiflorum Bertol.";1912;"Verbascum densiflorum Bertol.";1;0;0;0;1;1;0;0;0;0;0;0;1342;;;180;0;8;"Verbascum ";"densiflorum";;"Verbascum ";"densiflorum";;"Verbascum densiflorum";"Verbascum densiflorum";8;8;4;5;0;9
"Verbascum phlomoides L.";1913;"Verbascum phlomoides L.";1;0;0;0;1;1;0;0;0;0;0;0;1341;;;150;0;8;"Verbascum ";"phlomoides";;"Verbascum ";"phlomoides";;"Verbascum phlomoides";"Verbascum phlomoides";8;8;4;6;0;9
"Verbascum";1914;"Verbascum";1;0;0;0;1;1;0;0;0;0;0;0;6549;;;;0;;"Verbascum";;;"Verbascum";;;"Verbascum";"Verbascum";;;;;;12
"Euphorbia esula L.";1915;"Euphorbia esula L.";1;0;0;0;0;1;0;0;0;0;0;0;2388;;;90;0;8;"Euphorbia ";"esula";;"Euphorbia ";"esula";;"Euphorbia esula";"Euphorbia esula";8;8;4;;0;9
"Euphorbia amygdaloides L.";1916;"Euphorbia amygdaloides L.";1;0;0;0;0;1;0;0;0;0;0;0;491;;593;100;1;4;"Euphorbia ";"amygdaloides";;"Euphorbia ";"amygdaloides";;"Euphorbia amygdaloides";"Euphorbia amygdaloides";4;6;5;6;0;9
"Euphorbia exigua L.";1917;"Euphorbia exigua L.";1;0;0;0;0;0;0;1;0;0;0;0;494;;595;25;0;6;"Euphorbia ";"exigua";;"Euphorbia ";"exigua";;"Euphorbia exigua";"Euphorbia exigua";6;7;4;5;0;9
"Euphorbia platyphyllos L.";1918;"Euphorbia platyphyllos L.";1;0;0;0;0;0;0;1;0;0;0;0;499;;602;60;0;7;"Euphorbia ";"platyphyllos";;"Euphorbia ";"platyphyllos";;"Euphorbia platyphyllos";"Euphorbia platyphyllos";7;7;5;5;0;9
"Hieracium maculatum Schrank";1919;"Hieracium maculatum Schrank";1;0;0;0;0;1;0;0;0;0;0;0;619;;1801;60;1;5;"Hieracium ";"maculatum";;"Hieracium ";"maculatum";;"Hieracium maculatum";"Hieracium maculatum";5;5;4;2;0;9
"Oenanthe pimpinelloides L.";1920;"Oenanthe pimpinelloides L.";1;0;0;0;0;1;0;0;0;0;0;0;1713;;1087;60;0;7;"Oenanthe ";"pimpinelloides";;"Oenanthe ";"pimpinelloides";;"Oenanthe pimpinelloides";"Oenanthe pimpinelloides";7;6;7;3;0;9
"Satureja vulgaris (L.) Fritsch";1921;"Clinopodium vulgare L.";1;0;0;0;0;1;0;0;0;0;0;0;1143;;400;60;0;7;"Satureja ";"vulgaris";;"Clinopodium ";"vulgare";;"Satureja vulgaris";"Clinopodium vulgare";7;7;4;4;0;9
"Lycopodium tristachyum Pursh";1922;"Diphasiastrum tristachyum (Pursh) Holub";1;0;0;0;0;1;0;0;0;0;0;0;776;;;20;0;8;"Lycopodium ";"tristachyum";;"Diphasiastrum ";"tristachyum";;"Lycopodium tristachyum";"Diphasiastrum tristachyum";8;1;;1;0;9
"Potentilla indica (Andrews) Wolf";1923;"Duchesnea indica (Andrews) Focke";1;0;0;0;0;1;0;0;1;0;0;0;5117;;;15;0;;"Potentilla ";"indica";;"Duchesnea ";"indica";;"Potentilla indica";"Duchesnea indica";;;;;;9
"Evonymus europaeus L.";1924;"Euonymus europaeus L.";1;0;1;0;0;0;0;0;0;0;0;0;489;;591;600;0;5;"Evonymus ";"europaeus";;"Euonymus ";"europaeus";;"Evonymus europaeus";"Euonymus europaeus";5;8;5;5;0;9
"Polygonum cuspidatum Siebold & Zuccarini";1925;"Fallopia japonica (Houtt.) Ronse Decraene";1;0;0;0;1;1;0;0;1;0;0;0;1873;;632;300;0;6;"Polygonum ";"cuspidatum";;"Fallopia ";"japonica";;"Polygonum cuspidatum";"Fallopia japonica";6;6;7;6;0;9
"Festuca ovina subsp. tenuifolia (Sibthorp) Celakovsky";1926;"Festuca filiformis Pourr.";1;1;0;0;0;0;0;0;0;0;0;0;1474;;638;40;0;8;"Festuca ";"ovina";"subsp. tenuifolia";"Festuca ";"filiformis";;"Festuca ovina subsp. tenuifolia";"Festuca filiformis";8;3;4;2;0;9
"Festuca rubra subsp. arenaria (Osbeck) Syme";1927;"Festuca juncifolia St-Amans";1;1;0;0;0;0;0;0;0;0;0;0;517;;;100;0;8;"Festuca ";"rubra";"subsp. arenaria";"Festuca ";"juncifolia";;"Festuca rubra subsp. arenaria";"Festuca juncifolia";8;5;4;3;1;9
"Festuca dumetorum auct. non L.";1928;"Festuca juncifolia St-Amans";1;1;0;0;0;0;0;0;0;0;0;0;517;;;100;0;8;"Festuca ";"dumetorum";;"Festuca ";"juncifolia";;"Festuca dumetorum";"Festuca juncifolia";8;5;4;3;1;9
"Galeopsis ladanum subsp. angustifolia (Hoffmann) Gaudin";1929;"Galeopsis angustifolia Ehrh. ex Hoffmann";1;0;0;0;0;0;0;1;0;0;0;0;539;;677;50;0;8;"Galeopsis ";"ladanum";"subsp. angustifolia";"Galeopsis ";"angustifolia";;"Galeopsis ladanum subsp. angustifolia";"Galeopsis angustifolia";8;8;2;4;0;9
"Glyceria notata subsp. notata";1930;"Glyceria notata Chevall.";1;1;0;0;0;0;0;0;0;0;0;0;586;;735;75;0;7;"Glyceria ";"notata";"subsp. notata";"Glyceria ";"notata";;"Glyceria notata subsp. notata";"Glyceria notata";7;6;10;7;0;9
"Galeobdolon luteum cv. 'Florentinum'";1931;"Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud";1;0;0;0;0;1;0;0;1;0;0;0;1898;;;60;1;3;"Galeobdolon ";"luteum";;"Lamium ";"galeobdolon";"subsp. argentatum";"Galeobdolon luteum";"Lamium galeobdolon subsp. argentatum";3;7;5;5;0;22
"Lamium purpureum var. purpureum";1932;"Lamium purpureum L.";1;0;0;0;0;0;0;1;0;0;0;0;706;;873;30;0;6;"Lamium ";"purpureum";"var. purpureum";"Lamium ";"purpureum";;"Lamium purpureum var. purpureum";"Lamium purpureum";6;7;5;7;0;9
"Luzula multiflora subsp. multiflora";1933;"Luzula multiflora (Ehrh.) Lej. subsp. multiflora";1;0;0;0;0;0;1;0;0;0;0;0;768;;;40;0;7;"Luzula ";"multiflora";"subsp. multiflora";"Luzula ";"multiflora";"subsp. multiflora";"Luzula multiflora subsp. multiflora";"Luzula multiflora subsp. multiflora";7;5;5;3;0;22
"Montia fontana subsp. chondrosperma (Fenzl) S.M.Walters";1934;"Montia arvensis Wallr.";1;0;0;0;0;0;0;1;0;0;0;0;835;;;15;0;7;"Montia ";"fontana";"subsp. chondrosperma";"Montia ";"arvensis";;"Montia fontana subsp. chondrosperma";"Montia arvensis";7;3;;4;0;9
"Phyteuma spicatum subsp. nigrum (F.W.Schmidt) Weeda";1935;"Phyteuma nigrum F.W. Schmidt";1;0;0;0;0;1;0;0;0;0;0;0;935;;;80;0;7;"Phyteuma ";"spicatum";"subsp. nigrum";"Phyteuma ";"nigrum";;"Phyteuma spicatum subsp. nigrum";"Phyteuma nigrum";7;5;5;4;0;9
"Phyteuma spicatum subsp. spicatum";1936;"Phyteuma spicatum L.";1;0;0;0;0;1;0;0;0;0;0;0;936;;1190;90;1;5;"Phyteuma ";"spicatum";"subsp. spicatum";"Phyteuma ";"spicatum";;"Phyteuma spicatum subsp. spicatum";"Phyteuma spicatum";5;6;5;5;0;9
"Pinus nigra var. maritima (Aiton) Melville";1937;"Pinus nigra Arnold subsp. laricio Maire";1;0;1;0;0;0;0;0;0;0;0;0;2247;;;3000;0;7;"Pinus ";"nigra";"var. maritima";"Pinus ";"nigra";"subsp. laricio";"Pinus nigra var. maritima";"Pinus nigra subsp. laricio";7;9;3;2;0;22
"Plantago major subsp. pleiosperma Pilger";1938;"Plantago major L. subsp. intermedia (Gilib.) Lange";1;0;0;0;0;1;0;0;0;0;0;0;945;;;50;0;8;"Plantago ";"major";"subsp. pleiosperma";"Plantago ";"major";"subsp. intermedia";"Plantago major subsp. pleiosperma";"Plantago major subsp. intermedia";8;;5;6;0;22
"Populus gileadensis Rouleau";1939;"Populus balsamifera L.";1;0;1;0;0;0;0;0;1;0;0;0;2302;;;2000;0;;"Populus ";"gileadensis";;"Populus ";"balsamifera";;"Populus gileadensis";"Populus balsamifera";;;;;;9
"Puccinellia distans subsp. borealis (Holmberg) W.E.Hughes";1940;"Puccinellia capillaris (Liljebl.) Jansen";1;1;0;0;0;0;0;0;0;0;0;0;1027;;;60;0;8;"Puccinellia ";"distans";"subsp. borealis";"Puccinellia ";"capillaris";;"Puccinellia distans subsp. borealis";"Puccinellia capillaris";8;7;;4;7;9
"Ranunculus aquatilis var. diffusus Withering";1941;"Ranunculus trichophyllus Chaix";1;0;0;0;0;1;0;0;0;0;0;0;2414;;1349;300;0;7;"Ranunculus ";"aquatilis";"var. diffusus";"Ranunculus ";"trichophyllus";;"Ranunculus aquatilis var. diffusus";"Ranunculus trichophyllus";7;6;12;6;0;9
"Rhamnus catharticus L.";1942;"Rhamnus cathartica L.";1;0;1;0;0;0;0;0;0;0;0;0;1064;;1355;300;0;7;"Rhamnus ";"catharticus";;"Rhamnus ";"cathartica";;"Rhamnus catharticus";"Rhamnus cathartica";7;7;5;6;0;9
"Salicornia disarticulata Moss";1943;"Salicornia pusilla J. Woods";1;0;0;0;0;0;0;1;0;0;0;0;2428;;1423;30;0;9;"Salicornia ";"disarticulata";;"Salicornia ";"pusilla";;"Salicornia disarticulata";"Salicornia pusilla";9;8;6;6;5;9
"Sedum reflexum L.";1944;"Sedum rupestre L.";1;0;0;0;0;1;0;0;0;0;0;0;1180;;1499;30;0;7;"Sedum ";"reflexum";;"Sedum ";"rupestre";;"Sedum reflexum";"Sedum rupestre";7;5;2;4;0;9
"Senecio nemorensis (subsp. fuchsii) (Gmel.) Celak.";1945;"Senecio ovatus (P. Gaertn., B. Mey. et Scherb.) Willd.";1;0;0;0;1;1;0;0;0;0;0;0;1187;;;150;0;7;"Senecio ";"nemorensis";"(subsp. fuchsii)";"Senecio ";"ovatus";;"Senecio nemorensis (subsp. fuchsii)";"Senecio ovatus";7;;6;8;0;9
"Senecio fluviatilis Wallroth";1946;"Senecio sarracenicus L.";1;0;0;0;1;1;0;0;0;0;0;0;1186;;1509;150;0;7;"Senecio ";"fluviatilis";;"Senecio ";"sarracenicus";;"Senecio fluviatilis";"Senecio sarracenicus";7;6;8;7;0;9
"Sesleria albicans Schultes";1947;"Sesleria caerulea (L.) Ard.";1;1;0;0;0;0;0;0;0;0;0;0;1194;;1520;50;0;7;"Sesleria ";"albicans";;"Sesleria ";"caerulea";;"Sesleria albicans";"Sesleria caerulea";7;8;6;2;0;9
"Tilia x vulgaris";1948;"Tilia x europaea L.";1;0;1;0;0;0;0;0;0;0;0;0;2277;;1647;3500;0;5;"Tilia ";"x vulgaris";;"Tilia ";"x europaea";;"Tilia x vulgaris";"Tilia x europaea";5;6;5;6;0;18
"Trifolium micranthum Viviani";1949;"Trifolium filiforme L.";1;0;0;0;0;0;0;1;0;0;0;0;1303;;1667;20;0;8;"Trifolium ";"micranthum";;"Trifolium ";"filiforme";;"Trifolium micranthum";"Trifolium filiforme";8;5;5;5;0;9
"Viola persicifolia";1950;"Viola lactea Smith";1;0;0;0;0;1;0;0;0;0;0;0;1389;;1768;20;0;7;"Viola ";"persicifolia";;"Viola ";"lactea";;"Viola persicifolia";"Viola lactea";7;2;6;2;0;9
"Aconitum vulparia Reichenbach";1951;"Aconitum lycoctonum L.";1;0;0;0;1;1;0;0;0;0;0;0;6;;;125;1;3;"Aconitum ";"vulparia";;"Aconitum ";"lycoctonum";;"Aconitum vulparia";"Aconitum lycoctonum";3;7;7;8;0;9
"Anagallis minima (L.) E.H.L.Krause";1952;"Centunculus minimus L.";1;0;0;0;0;0;0;1;0;0;0;0;288;;87;5;0;8;"Anagallis ";"minima";;"Centunculus ";"minimus";;"Anagallis minima";"Centunculus minimus";8;5;7;3;0;9
"Helleborus viridis L.";1953;"Helleborus viridis L.";1;0;0;0;0;1;0;0;0;0;0;0;605;;757;40;1;3;"Helleborus ";"viridis";;"Helleborus ";"viridis";;"Helleborus viridis";"Helleborus viridis";3;8;5;6;0;9
