"id";"hrl_code";"criterium_naam";"criterium_nr";"aard";"code_lijst";"soortenlijstnr";"veldnaam"
724;"rbbHf";"Sleutelsoorten";975;"bedekking";"Sleutelsoorten";501;"BedekkingSleutelsoorten"
725;"rbbHf";"Sleutelsoorten";976;"aantal";"Sleutelsoorten";501;"AantalSleutelsoorten"
726;"rbbZil";"Sleutelsoorten";977;"bedekking";"Sleutelsoorten";502;"BedekkingSleutelsoorten"
727;"rbbZil";"Sleutelsoorten";978;"aantal";"Sleutelsoorten";502;"AantalSleutelsoorten"
728;"rbbZil";"SleutelsoortenAgrost";979;"bedekking";"SleutelsoortenAgrost";503;"BedekkingSleutelsoortenAgrosti"
729;"Ha";"SleutelsoortenStart";980;"bedekking";"SleutelsoortenStart";521;"BedekkingSleutelsoortenStart"
730;"Ha";"SleutelsoortenStart";981;"aantal";"SleutelsoortenStart";504;"AantalSleutelsoortenStart"
731;"Ha";"hn-groep";982;"bedekking";"hn-groep";505;"HnBedekking"
732;"Ha";"hn-groep";983;"aantal";"hn-groep";505;"HnAantal"
733;"Ha";"hc-groep";984;"aantal";"hc-groep";459;"HcAantal"
734;"Ha";"hc-groep";985;"bedekking";"hc-groep";468;"HcBedekking"
735;"Ha";"hu-groep";986;"aantal";"hu-groep";460;"HuAantal"
736;"Ha";"hu-groep";987;"bedekking";"hu-groep";460;"HuBedekking"
737;"Ha";"rbbVos-groep";988;"aantal";"rbbVos-groep";469;"rbbVosAantal"
738;"Ha";"rbbVos-groep";989;"bedekking";"rbbVos-groep";469;"rbbVosBedekking"
739;"Ha";"hu-kerngroep";992;"aantal";"hu-kerngroep";461;"Hukern_aantal"
740;"Ha";"hu-kerngroep";993;"bedekking";"hu-kerngroep";461;"Hukern_bedekking"
741;"Ha";"GrVos_trosdravik";994;"bedekking";"GrVos_trosdravik";457;"GrVosBedekking"
742;"Ha";"Bodemroering";995;"bedekking";"Bodemroering";506;"RuderalBedekking"
743;"Ha";"Pitrus";996;"bedekking";"Pitrus";507;"PitrusBedekking"
744;"Ha";"Eutrofiëring";997;"bedekking";"Eutrofiëring";508;"EutroBedekking"
745;"Ha";"Verruiging";998;"bedekking";"Verruiging";510;"RuigteBedekking"
746;"Ha";"EutrofiëringSterk";999;"bedekking";"EutrofiëringSterk";509;"EutroSterkBedekking"
747;"Ha";"Verbraming";1000;"bedekking";"Verbraming";447;
748;"Ha";"rbbKam-groep";1001;"bedekking";"rbbKam-groep";511;"rbbKamBedekking"
749;"Ha";"brem-bedekking";1002;"bedekking";"brem-bedekking";512;"BremBedekking"
750;"Ha";"ha+-groep";1003;"aantal";"ha+-groep";513;"HaplusAantal"
751;"Ha";"ha+-groep";1004;"bedekking";"ha+-groep";513;"HaplusBedekking"
752;"Hu";"SleutelsoortenStart";1005;"bedekking";"SleutelsoortenStart";514;"BedekkingSleutelsoortenStart"
753;"Hu";"SleutelsoortenStart";1006;"aantal";"SleutelsoortenStart";514;"AantalSleutelsoortenStart"
754;"Hu";"hn-groep";1007;"bedekking";"hn-groep";505;"HnBedekking"
755;"Hu";"hn-groep";1008;"aantal";"hn-groep";505;"HnAantal"
756;"Hu";"hc-groep";1009;"aantal";"hc-groep";459;"HcAantal"
757;"Hu";"hc-groep";1010;"bedekking";"hc-groep";468;"HcBedekking"
758;"Hu";"hu-groep";1011;"aantal";"hu-groep";460;"HuAantal"
759;"Hu";"hu-groep";1012;"bedekking";"hu-groep";460;"HuBedekking"
760;"Hu";"rbbVos-groep";1013;"aantal";"rbbVos-groep";469;"rbbVosAantal"
761;"Hu";"rbbVos-groep";1014;"bedekking";"rbbVos-groep";469;"rbbVosBedekking"
762;"Hu";"hu-kerngroep";1015;"aantal";"hu-kerngroep";461;"Hukern_aantal"
763;"Hu";"hu-kerngroep";1016;"bedekking";"hu-kerngroep";461;"Hukern_bedekking"
764;"Hu";"GrVos_trosdravik";1017;"bedekking";"GrVos_trosdravik";457;"GrVosBedekking"
765;"Hu";"Bodemroering";1018;"bedekking";"Bodemroering";515;"RuderalBedekking"
766;"Hu";"Pitrus";1019;"bedekking";"Pitrus";516;"PitrusBedekking"
767;"Hu";"Eutrofiëring";1020;"bedekking";"Eutrofiëring";517;"EutroBedekking"
768;"Hu";"Verruiging";1021;"bedekking";"Verruiging";519;"RuigteBedekking"
769;"Hu";"EutrofiëringSterk";1022;"bedekking";"EutrofiëringSterk";518;"EutroSterkBedekking"
770;"Hu";"Verbraming";1023;"bedekking";"Verbraming";447;
771;"Hu";"rbbKam-groep";1024;"bedekking";"rbbKam-groep";511;"rbbKamBedekking"
773;"Hu";"ha+-groep";1026;"aantal";"ha+-groep";513;"HaplusAantal"
774;"Hu";"ha+-groep";1027;"bedekking";"ha+-groep";513;"HaplusBedekking"
775;"Hu";"moeras-groep";1029;"bedekking";"moeras-groep";466;"MoerasBedekking"
776;"Hu";"hf-groep";1030;"bedekking";"hf-groep";480;"HfBedekking"
777;"Hu";"rbbZil-groep";1031;"aantal";"rbbZil-groep";464;"rbbZilAantal"
778;"Hu";"rbbZil-groep";1032;"bedekking";"rbbZil-groep";467;"rbbZilBedekking"
779;"Hu";"Vernatting";1025;"bedekking";"Vernatting";520;"NatBedekking"
780;"Hu";"ha-groep";1033;"bedekking";"ha-groep";504;"HaBedekking"
781;"Hu";"Beweiding";1034;"bedekking";"Beweiding";471;"BeweidingBedekking"
788;"rbbHf";"SleutelsoortenKempen";1035;"bedekking";"SleutelsoortenKempen";526;"BedekkingSleutelsoortenKempen"
789;"rbbHf";"SleutelsoortenKempen";1036;"aantal";"SleutelsoortenKempen";526;"AantalSleutelsoortenKempen"
790;"rbbHf";"BodemroeringKempen";1037;"bedekking";"BodemroeringKempen";522;"RuderalBedekkingKempen"
791;"rbbHf";"VerdrogingKempen";1038;"bedekking";"VerdrogingKempen";523;"VerdrogingBedekkingKempen"
792;"rbbHf";"EutrofiëringKempen";1039;"bedekking";"EutrofiëringKempen";524;"EutroBedekkingKempen"
793;"rbbHf";"VernattingKempen";1040;"bedekking";"VernattingKempen";525;"VernattingBedekkingKempen"
794;"Ha";"Sleutelsoorten";1041;"bedekking";"Sleutelsoorten";528;"BedekkingSleutelsoorten"
795;"Ha";"Sleutelsoorten";1042;"aantal";"Sleutelsoorten";527;"AantalSleutelsoorten"
796;"Ha";"Lage grassen";1043;"bedekking";"Lage grassen";529;"LageGrassenBedekking"
797;"rbbhc";"Beweiding";1044;"bedekking";"Beweiding";530;"BeweidingBedekking"
798;"rbbhc";"hc-groep";1045;"aantal";"hc-groep";459;"HcAantal"
799;"rbbhc";"hc-groep";1046;"bedekking";"hc-groep";468;"HcBedekking"
800;"rbbhc";"hu-groep";1047;"aantal";"hu-groep";460;"HuAantal"
801;"rbbhc";"hu-groep";1048;"bedekking";"hu-groep";460;"HuBedekking"
802;"rbbhc";"rbbVos-groep";1049;"aantal";"rbbVos-groep";469;"rbbVosAantal"
803;"rbbhc";"rbbVos-groep";1050;"bedekking";"rbbVos-groep";469;"rbbVosBedekking"
804;"rbbhc";"hu-kerngroep";1051;"aantal";"hu-kerngroep";461;"Hukern_aantal"
805;"rbbhc";"hu-kerngroep";1052;"bedekking";"hu-kerngroep";461;"Hukern_bedekking"
806;"rbbhc";"GrVos_trosdravik";1053;"bedekking";"GrVos_trosdravik";457;"GrVosBedekking"
807;"rbbhc";"moeras-groep";1054;"bedekking";"moeras-groep";466;"MoerasBedekking"
808;"rbbhc";"hf-groep";1055;"bedekking";"hf-groep";480;"HfBedekking"
809;"rbbhc";"rbbZil-groep";1056;"aantal";"rbbZil-groep";464;"rbbZilAantal"
810;"rbbhc";"rbbZil-groep";1057;"bedekking";"rbbZil-groep";467;"rbbZilBedekking"
811;"rbbkam";"Vernatting";1058;"bedekking";"Vernatting";531;"NatBedekking"
812;"rbbkam";"IntensiefGebruik";1059;"bedekking";"IntensiefGebruik";532;"Beweiding_bedekking"
813;"G";"moeras-groep";1060;"bedekking";"moeras-groep";466;"MoerasBedekking"
814;"G";"moeras min riet, grz";1061;"bedekking";"moeras min riet, grz";533;"MoerasSSBedekking"
816;"G";"basenminnend";1063;"aantal";"basenminnend";534;"Basenminnend_aantal"
817;"G";"Hn-Groep";1064;"bedekking";"Hn-Groep";535;"Hngroep_bedekking"
818;"G";"Hn-Groep";1065;"aantal";"Hn-Groep";535;"Hngroep_aantal"
820;"G";"Hnk-Groep";1067;"aantal";"Hnk-Groep";536;"Hnkgroep_aantal"
821;"G";"obligaat freatofyten";1068;"bedekking";"obligaat freatofyten zonder heischraal";550;"FreatofytenObl_bedekking"
822;"G";"obligaat freatofyten";1069;"aantal";"obligaat freatofyten zonder heischraal";550;"FreatofytenObl_aantal"
824;"G";"Hk-Groep";1071;"aantal";"Hk-Groep";538;"Hkgroep_aantal"
827;"G";"Hm-Groep";1074;"bedekking";"Hm-Groep";541;"Hmgroep_bedekking"
828;"G";"Hm-Groep";1075;"aantal";"Hm-Groep";541;"Hmgroep_aantal"
829;"G";"Hme-Groep";1076;"bedekking";"Hme-Groep";542;"Hmegroep_bedekking"
830;"G";"Hme-Groep";1077;"aantal";"Hme-Groep";542;"Hmegroep_aantal"
831;"G";"Husc-groep";1078;"bedekking";"Husc-groep";543;"Huscgroep_bedekking"
832;"G";"Husc-groep";1079;"aantal";"Husc-groep";543;"Huscgroep_aantal"
833;"G";"hu-groep";1080;"bedekking";"hu-groep";460;"Hubedekking"
834;"G";"hu-kerngroep";1081;"aantal";"hu-kerngroep";461;"Hukern_aantal"
835;"G";"hu-kerngroep";1082;"bedekking";"hu-kerngroep";461;"Hukern_bedekking"
836;"G";"ha-groep";1083;"aantal";"ha-groep";544;"Hagroep_aantal"
837;"G";"ha-groep";1084;"bedekking";"ha-groep";544;"Hagroep_bedekking"
838;"G";"heizoom";1085;"aantal";"heizoom";545;"Heizoom_aantal"
839;"G";"facult. freatofyten";1086;"aantal";"facult. freatofyten";546;"FreatofytenFac_aantal"
840;"G";"facult. freatofyten";1087;"bedekking";"facult. freatofyten";546;"FreatofytenFac_bedekking"
841;"G";"Hmm-Groep";1088;"bedekking";"Hmm-Groep";547;"Hmmgroep_bedekking"
842;"G";"Hmm-Groep";1089;"aantal";"Hmm-Groep";547;"Hmmgroep_aantal"
846;"G";"ha+-groep";1093;"aantal";"ha+-groep";513;"Haplusgroep_aantal"
847;"G";"ha+-groep";1094;"bedekking";"ha+-groep";513;"Haplusgroep_bedekking"
848;"G";"heizoom";1095;"bedekking";"heizoom";545;"Heizoom_bedekking"
849;"G";"droge hei";1096;"bedekking";"droge hei";551;"Drogehei_bedekking"
850;"G";"natte hei";1097;"bedekking";"natte hei";552;"Nattehei_bedekking"
851;"G";"eenjarigen-heide";1098;"bedekking";"eenjarigen-heide";553;
852;"G";"orchidee-groep";1099;"bedekking";"orchidee-groep";554;"Orchidee_bedekking"
853;"G";"orchidee-groep";1100;"aantal";"orchidee-groep";554;"Orchidee_aantal"
854;"G";"Mk-groep";1101;"bedekking";"Mk-groep";555;"Mkgroep_bedekking"
855;"G";"veldrus-groep";1102;"bedekking";"veldrus-groep";556;"Veldrusgroep_bedekking"
856;"G";"veldrus-groep";1103;"aantal";"veldrus-groep";556;
857;"G";"Da-groep";1104;"bedekking";"Da-groep";557;"Dagroep_bedekking"
858;"G";"Da-groep";1105;"aantal";"Da-groep";557;"Dagroep_aantal"
859;"G";"6430hw-groep";1106;"bedekking";"6430hw-groep";558;"h6430hwgroep_bedekking"
860;"G";"ruigtekruiden";1107;"bedekking";"ruigtekruiden";559;"vruigtekruiden_bedekking"
861;"G";"ruigtekruiden";1108;"aantal";"ruigtekruiden";559;"vruigtekruiden_aantal"
863;"G";"rbbHfl-groep";1110;"bedekking";"rbbHfl-groep";561;"rbbHflgroep_bedekking"
864;"G";"ruderaal-groep";1111;"bedekking";"ruderaal-groep";562;"ruderaalgroep_bedekking"
865;"G";"ha-groepss";1112;"bedekking";"ha-groepss";563;"Hagroepss_bedekking"
867;"G";"Ms-groep";1114;"aantal";"Ms-groep";564;"Msgroep_aantal"
868;"G";"Ms-groep";1115;"bedekking";"Ms-groep";564;"Msgroep_bedekking"
870;"G";"hc-kerngroep";1119;"bedekking";"hc-kerngroep";459;"Hckern_Bedekking"
871;"G";"hc-groep";1116;"aantal";"hc-groep";468;"HcAantal"
872;"G";"hc-groep";1117;"bedekking";"hc-groep";468;"HcBedekking"
873;"G";"Zil-groep";1120;"aantal";"Zil-groep";464;"rbbZilAantal"
874;"G";"Zil-groep";1121;"bedekking";"Zil-groep";464;"rbbZilBedekking"
875;"G";"Vos-groep";1122;"aantal";"Vos-groep";565;"rbbVosAantal"
876;"G";"Vos-groep";1123;"bedekking";"Vos-groep";565;"rbbVosBedekking"
878;"G";"duingraslandsoorten";1125;"bedekking";"duingraslandsoorten";567;"Duingrasland_bedekking"
880;"G";"Hmo-groep";1127;"aantal";"Hmo-groep";569;"Hmogroep_aantal"
881;"G";"Galio-Trifolietumgr.";1128;"aantal";"Galio-Trifolietumgroep";570;"Huk_aantal"
883;"G";"nitrofielezoom";1130;"aantal";"nitrofielezoom_groep";571;"nitrofielezoom_aantal"
884;"G";"nitrofielezoom";1131;"bedekking";"nitrofielezoom_groep";571;"nitrofielezoom_bedekking"
885;"G";"nitrofielezoom_begel";1132;"aantal";"NitrofieleZoom-begeleiders-groep";572;"nitrofielezoom_begel_aantal"
886;"G";"nitrofielezoom_begel";1133;"bedekking";"NitrofieleZoom-begeleiders-groep";572;"nitrofielezoom_begel_bedekking"
887;"G";"Mk-groep";1134;"aantal";"Mk-groep";555;"Mkgroep_aantal"
888;"G";"6430bz-groep";1135;"aantal";"6430bz-groep";573;
889;"G";"moeras-groep";1136;"aantal";"moeras-groep";466;"MoerasAantal"
890;"G";"zurezoom-groep";1137;"bedekking";"zurezoom-groep";574;"zurezoomgroep_bedekking"
891;"G";"zurezoom-groep";1138;"aantal";"zurezoom-groep";574;"zurezoomgroep_aantal"
892;"G";"zurezoom begeleiders";1139;"bedekking";"zurezoom begeleiders";575;
893;"G";"Hmo-groep";1140;"bedekking";"Hmo-groep";569;"Hmogroep_bedekking"
894;"G";"heide-groep";1141;"bedekking";"heide-groep";549;"Heide_bedekking"
895;"G";"hc diff hm-groep";1142;"bedekking";"hc diff hm-groep";576;
896;"G";"hm diff hc-groep";1143;"bedekking";"hm diff hc-groep";577;
897;"G";"ms diff hm-groep";1144;"bedekking";"ms diff hm-groep";578;
898;"G";"hk uitgebreid";1145;"bedekking";"hk uitgebreid";579;
899;"H";"heide habitatwaardig";1146;"bedekking";"heide habitatwaardig";580;
900;"G";"Zil-groep uitgebreid";1147;"bedekking";"Zil-groep uitgebreid";581;
901;"G";"voedselrijk grasland";1148;"bedekking";"voedselrijk grasland-groep";582;
902;"G";"hpster grasland";1149;"bedekking";"hpster grasland-groep";583;
903;"G";"vos diff hc";1150;"bedekking";"vos diff hc-groep";584;
904;"G";"hc diff vos";1151;"bedekking";"hc diff vos-groep";585;
905;"G";"ha_ruim";1152;"bedekking";"ha_ruim-groep";586;
906;"G";"ruderaal_ruim";1153;"bedekking";"ruderaal_ruim-groep";587;
907;"G";"hu_kern_inclbasen";1154;"bedekking";"hu_kern_inclbasen-groep";588;
908;"G";"hmo diff hn-groep";1155;"bedekking";"hmo diff hn-groep";589;
909;"G";"hnk diff h(u)k-groep";1156;"bedekking";"hnk diff h(u)k-groep";590;
910;"G";"moerasmossen";1157;"bedekking";"moerasmossen";591;"moerasmos_bedekking"
911;"G";"kalkmossen";1158;"aantal";"kalkmossen";592;
912;"G";"hm diff hmo-groep";1159;"bedekking";"hm diff hmo-groep";593;
913;"G";"hmo diff hm-groep";1160;"bedekking";"hmo diff hm-groep";594;
914;"G";"hu diff vos-groep";1161;"bedekking";"hu diff vos-groep";595;
915;"G";"vos diff hu-groep";1162;"bedekking";"vos diff hu-groep";596;
916;"G";"grote vossenstaart";1163;"bedekking";"grote vossenstaart";597;"GroteVos_bedekking"
917;"G";"zil diff vos-groep";1164;"bedekking";"zil diff vos-groep";598;
918;"G";"vos diff zil-groep";1165;"bedekking";"vos diff zil-groep";599;
919;"G";"hc diff zil-groep";1166;"bedekking";"hc diff zil-groep";600;
920;"G";"zil diff hc-groep";1167;"bedekking";"zil diff hc-groep";601;
921;"G";"ms diff hc-groep";1168;"bedekking";"ms diff hc-groep";602;
922;"G";"hc diff ms-groep";1169;"bedekking";"hc diff ms-groep";603;
923;"G";"valleigrasland-groep";1170;"bedekking";"valleigrasland-groep";604;
924;"G";"ms-mossen-groep";1171;"bedekking";"ms-mossen-groep";605;
